Depart,Destination,Drive-up,Vessel,timestamp
11:30 AM,Seattle,135 Spaces,Tacoma,4/20/2026 11:16:31 AM
12:20 PM,Seattle,197 Spaces,Puyallup,4/20/2026 11:16:31 AM
01:15 PM,Seattle,197 Spaces,Tacoma,4/20/2026 11:16:31 AM
02:05 PM,Seattle,197 Spaces,Puyallup,4/20/2026 11:16:31 AM
02:55 PM,Seattle,197 Spaces,Tacoma,4/20/2026 11:16:31 AM
03:50 PM,Seattle,197 Spaces,Puyallup,4/20/2026 11:16:31 AM
04:45 PM,Seattle,197 Spaces,Tacoma,4/20/2026 11:16:31 AM
05:35 PM,Seattle,197 Spaces,Puyallup,4/20/2026 11:16:31 AM
06:40 PM,Seattle,197 Spaces,Tacoma,4/20/2026 11:16:31 AM
07:20 PM,Seattle,197 Spaces,Puyallup,4/20/2026 11:16:31 AM
08:20 PM,Seattle,197 Spaces,Tacoma,4/20/2026 11:16:31 AM
09:00 PM,Seattle,197 Spaces,Puyallup,4/20/2026 11:16:31 AM
10:00 PM,Seattle,197 Spaces,Tacoma,4/20/2026 11:16:31 AM
11:30 PM,Seattle,197 Spaces,Tacoma,4/20/2026 11:16:31 AM
