Depart,Destination,Drive-up,Vessel,timestamp
12:45 PM,Edmonds,176 Spaces,Walla Walla,4/6/2026 11:59:23 AM
01:30 PM,Edmonds,186 Spaces,Spokane,4/6/2026 11:59:23 AM
02:30 PM,Edmonds,186 Spaces,Walla Walla,4/6/2026 11:59:23 AM
03:10 PM,Edmonds,186 Spaces,Spokane,4/6/2026 11:59:23 AM
04:00 PM,Edmonds,186 Spaces,Walla Walla,4/6/2026 11:59:23 AM
04:40 PM,Edmonds,186 Spaces,Spokane,4/6/2026 11:59:23 AM
05:30 PM,Edmonds,186 Spaces,Walla Walla,4/6/2026 11:59:23 AM
06:10 PM,Edmonds,186 Spaces,Spokane,4/6/2026 11:59:23 AM
07:00 PM,Edmonds,186 Spaces,Walla Walla,4/6/2026 11:59:23 AM
07:45 PM,Edmonds,186 Spaces,Spokane,4/6/2026 11:59:23 AM
08:20 PM,Edmonds,186 Spaces,Walla Walla,4/6/2026 11:59:23 AM
09:40 PM,Edmonds,186 Spaces,Walla Walla,4/6/2026 11:59:23 AM
11:10 PM,Edmonds,186 Spaces,Walla Walla,4/6/2026 11:59:23 AM
