Depart,Destination,Drive-up,Vessel,timestamp
11:25 AM,Bainbridge Island,191 Spaces,Wenatchee,3/22/2026 10:45:48 AM
12:20 PM,Bremerton,137 Spaces,Kaleetan,3/22/2026 10:45:48 AM
12:30 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 10:45:48 AM
01:10 PM,Bremerton,62 Spaces,Salish,3/22/2026 10:45:48 AM
01:15 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 10:45:48 AM
02:10 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 10:45:48 AM
02:50 PM,Bremerton,139 Spaces,Kaleetan,3/22/2026 10:45:48 AM
03:05 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 10:45:48 AM
03:50 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 10:45:48 AM
04:15 PM,Bremerton,62 Spaces,Salish,3/22/2026 10:45:48 AM
04:45 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 10:45:48 AM
05:30 PM,Bremerton,139 Spaces,Kaleetan,3/22/2026 10:45:48 AM
05:35 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 10:45:48 AM
06:25 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 10:45:48 AM
07:20 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 10:45:48 AM
07:50 PM,Bremerton,139 Spaces,Kaleetan,3/22/2026 10:45:48 AM
08:10 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 10:45:48 AM
08:50 PM,Bremerton,62 Spaces,Salish,3/22/2026 10:45:48 AM
09:00 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 10:45:48 AM
09:45 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 10:45:48 AM
10:30 PM,Bremerton,139 Spaces,Kaleetan,3/22/2026 10:45:48 AM
10:40 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 10:45:48 AM
11:15 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 10:45:48 AM
