Depart,Destination,Drive-up,Vessel,timestamp
04:40 PM,Edmonds,130 Spaces,Spokane,3/27/2026 4:16:35 PM
05:30 PM,Edmonds,186 Spaces,Walla Walla,3/27/2026 4:16:35 PM
06:10 PM,Edmonds,186 Spaces,Spokane,3/27/2026 4:16:35 PM
07:00 PM,Edmonds,186 Spaces,Walla Walla,3/27/2026 4:16:35 PM
07:45 PM,Edmonds,186 Spaces,Spokane,3/27/2026 4:16:35 PM
08:20 PM,Edmonds,186 Spaces,Walla Walla,3/27/2026 4:16:35 PM
09:10 PM,Edmonds,186 Spaces,Spokane,3/27/2026 4:16:35 PM
09:40 PM,Edmonds,186 Spaces,Walla Walla,3/27/2026 4:16:35 PM
10:30 PM,Edmonds,186 Spaces,Spokane,3/27/2026 4:16:35 PM
11:10 PM,Edmonds,186 Spaces,Walla Walla,3/27/2026 4:16:35 PM
