Depart,Destination,Drive-up,Vessel,timestamp
03:50 PM,Bainbridge Island,173 Spaces,Tacoma,6/24/2026 3:10:46 PM
04:15 PM,Bremerton,130 Spaces,Kaleetan,6/24/2026 3:10:46 PM
04:45 PM,Bainbridge Island,197 Spaces,Wenatchee,6/24/2026 3:10:46 PM
05:30 PM,Bremerton,141 Spaces,Chimacum,6/24/2026 3:10:46 PM
05:45 PM,Bainbridge Island,197 Spaces,Tacoma,6/24/2026 3:10:46 PM
06:30 PM,Bainbridge Island,197 Spaces,Wenatchee,6/24/2026 3:10:46 PM
06:45 PM,Bremerton,139 Spaces,Kaleetan,6/24/2026 3:10:46 PM
07:30 PM,Bainbridge Island,197 Spaces,Tacoma,6/24/2026 3:10:46 PM
07:50 PM,Bremerton,141 Spaces,Chimacum,6/24/2026 3:10:46 PM
08:15 PM,Bainbridge Island,197 Spaces,Wenatchee,6/24/2026 3:10:46 PM
09:05 PM,Bremerton,139 Spaces,Kaleetan,6/24/2026 3:10:46 PM
09:20 PM,Bainbridge Island,197 Spaces,Tacoma,6/24/2026 3:10:46 PM
10:05 PM,Bainbridge Island,197 Spaces,Wenatchee,6/24/2026 3:10:46 PM
10:30 PM,Bremerton,141 Spaces,Chimacum,6/24/2026 3:10:46 PM
10:50 PM,Bainbridge Island,197 Spaces,Tacoma,6/24/2026 3:10:46 PM
