Depart,Destination,Drive-up,Vessel,timestamp
04:45 PM,Kingston,135 Spaces,Walla Walla,6/19/2026 4:06:03 PM
05:25 PM,Kingston,186 Spaces,Spokane,6/19/2026 4:06:03 PM
06:15 PM,Kingston,186 Spaces,Walla Walla,6/19/2026 4:06:03 PM
07:00 PM,Kingston,186 Spaces,Spokane,6/19/2026 4:06:03 PM
07:40 PM,Kingston,186 Spaces,Walla Walla,6/19/2026 4:06:03 PM
08:30 PM,Kingston,186 Spaces,Spokane,6/19/2026 4:06:03 PM
09:05 PM,Kingston,186 Spaces,Walla Walla,6/19/2026 4:06:03 PM
09:50 PM,Kingston,186 Spaces,Spokane,6/19/2026 4:06:03 PM
10:25 PM,Kingston,186 Spaces,Walla Walla,6/19/2026 4:06:03 PM
11:10 PM,Kingston,186 Spaces,Spokane,6/19/2026 4:06:03 PM
11:45 PM,Kingston,186 Spaces,Walla Walla,6/19/2026 4:06:03 PM
