Depart,Destination,Drive-up,Vessel,timestamp
02:55 PM,Seattle,124 Spaces,Wenatchee,8/17/2026 2:38:03 PM
03:50 PM,Seattle,197 Spaces,Tacoma,8/17/2026 2:38:03 PM
04:45 PM,Seattle,197 Spaces,Wenatchee,8/17/2026 2:38:03 PM
05:35 PM,Seattle,197 Spaces,Tacoma,8/17/2026 2:38:03 PM
06:40 PM,Seattle,197 Spaces,Wenatchee,8/17/2026 2:38:03 PM
07:20 PM,Seattle,197 Spaces,Tacoma,8/17/2026 2:38:03 PM
08:20 PM,Seattle,197 Spaces,Wenatchee,8/17/2026 2:38:03 PM
09:00 PM,Seattle,197 Spaces,Tacoma,8/17/2026 2:38:03 PM
10:00 PM,Seattle,197 Spaces,Wenatchee,8/17/2026 2:38:03 PM
11:30 PM,Seattle,197 Spaces,Wenatchee,8/17/2026 2:38:03 PM
