Depart,Destination,Drive-up,Vessel,timestamp
12:20 PM,Seattle,120 Spaces,Puyallup,3/26/2026 12:14:20 PM
01:15 PM,Seattle,197 Spaces,Wenatchee,3/26/2026 12:14:20 PM
02:05 PM,Seattle,197 Spaces,Puyallup,3/26/2026 12:14:20 PM
02:55 PM,Seattle,197 Spaces,Wenatchee,3/26/2026 12:14:20 PM
03:50 PM,Seattle,197 Spaces,Puyallup,3/26/2026 12:14:20 PM
04:45 PM,Seattle,197 Spaces,Wenatchee,3/26/2026 12:14:20 PM
05:35 PM,Seattle,197 Spaces,Puyallup,3/26/2026 12:14:20 PM
06:40 PM,Seattle,197 Spaces,Wenatchee,3/26/2026 12:14:20 PM
07:20 PM,Seattle,197 Spaces,Puyallup,3/26/2026 12:14:20 PM
08:20 PM,Seattle,197 Spaces,Wenatchee,3/26/2026 12:14:20 PM
09:00 PM,Seattle,197 Spaces,Puyallup,3/26/2026 12:14:20 PM
10:00 PM,Seattle,197 Spaces,Wenatchee,3/26/2026 12:14:20 PM
11:30 PM,Seattle,197 Spaces,Wenatchee,3/26/2026 12:14:20 PM
