Depart,Destination,Drive-up,Vessel,timestamp
02:50 PM,Bremerton,45 Spaces,Kaleetan,3/31/2026 2:51:28 PM
03:00 PM,Bainbridge Island,58 Spaces,Tacoma,3/31/2026 2:51:28 PM
03:50 PM,Bainbridge Island,197 Spaces,Puyallup,3/31/2026 2:51:28 PM
04:15 PM,Bremerton,62 Spaces,Salish,3/31/2026 2:51:28 PM
04:45 PM,Bainbridge Island,197 Spaces,Tacoma,3/31/2026 2:51:28 PM
05:30 PM,Bremerton,139 Spaces,Kaleetan,3/31/2026 2:51:28 PM
05:45 PM,Bainbridge Island,197 Spaces,Puyallup,3/31/2026 2:51:28 PM
06:30 PM,Bainbridge Island,197 Spaces,Tacoma,3/31/2026 2:51:28 PM
07:30 PM,Bainbridge Island,197 Spaces,Puyallup,3/31/2026 2:51:28 PM
07:50 PM,Bremerton,139 Spaces,Kaleetan,3/31/2026 2:51:28 PM
08:15 PM,Bainbridge Island,197 Spaces,Tacoma,3/31/2026 2:51:28 PM
08:50 PM,Bremerton,62 Spaces,Salish,3/31/2026 2:51:28 PM
09:20 PM,Bainbridge Island,197 Spaces,Puyallup,3/31/2026 2:51:28 PM
10:05 PM,Bainbridge Island,197 Spaces,Tacoma,3/31/2026 2:51:28 PM
10:30 PM,Bremerton,139 Spaces,Kaleetan,3/31/2026 2:51:28 PM
10:50 PM,Bainbridge Island,197 Spaces,Puyallup,3/31/2026 2:51:28 PM
