Depart,Destination,Drive-up,Vessel,timestamp
01:20 PM,Seattle,24 Spaces,Tacoma,8/9/2026 1:05:57 PM
02:10 PM,Seattle,197 Spaces,Wenatchee,8/9/2026 1:05:57 PM
03:00 PM,Seattle,197 Spaces,Tacoma,8/9/2026 1:05:57 PM
03:55 PM,Seattle,197 Spaces,Wenatchee,8/9/2026 1:05:57 PM
04:40 PM,Seattle,197 Spaces,Tacoma,8/9/2026 1:05:57 PM
05:35 PM,Seattle,197 Spaces,Wenatchee,8/9/2026 1:05:57 PM
06:30 PM,Seattle,197 Spaces,Tacoma,8/9/2026 1:05:57 PM
07:15 PM,Seattle,197 Spaces,Wenatchee,8/9/2026 1:05:57 PM
08:10 PM,Seattle,197 Spaces,Tacoma,8/9/2026 1:05:57 PM
08:55 PM,Seattle,197 Spaces,Wenatchee,8/9/2026 1:05:57 PM
09:45 PM,Seattle,197 Spaces,Tacoma,8/9/2026 1:05:57 PM
10:30 PM,Seattle,197 Spaces,Wenatchee,8/9/2026 1:05:57 PM
