Depart,Destination,Drive-up,Vessel,timestamp
11:05 AM,Kingston,0 Spaces,Spokane,3/28/2026 11:03:11 AM
11:55 AM,Kingston,148 Spaces,Walla Walla,3/28/2026 11:03:11 AM
12:40 PM,Kingston,186 Spaces,Spokane,3/28/2026 11:03:11 AM
01:35 PM,Kingston,186 Spaces,Walla Walla,3/28/2026 11:03:11 AM
02:25 PM,Kingston,186 Spaces,Spokane,3/28/2026 11:03:11 AM
03:15 PM,Kingston,186 Spaces,Walla Walla,3/28/2026 11:03:11 AM
03:55 PM,Kingston,186 Spaces,Spokane,3/28/2026 11:03:11 AM
04:45 PM,Kingston,186 Spaces,Walla Walla,3/28/2026 11:03:11 AM
05:25 PM,Kingston,186 Spaces,Spokane,3/28/2026 11:03:11 AM
06:15 PM,Kingston,186 Spaces,Walla Walla,3/28/2026 11:03:11 AM
07:00 PM,Kingston,186 Spaces,Spokane,3/28/2026 11:03:11 AM
07:40 PM,Kingston,186 Spaces,Walla Walla,3/28/2026 11:03:11 AM
08:30 PM,Kingston,186 Spaces,Spokane,3/28/2026 11:03:11 AM
09:05 PM,Kingston,186 Spaces,Walla Walla,3/28/2026 11:03:11 AM
09:50 PM,Kingston,186 Spaces,Spokane,3/28/2026 11:03:11 AM
10:25 PM,Kingston,186 Spaces,Walla Walla,3/28/2026 11:03:11 AM
11:45 PM,Kingston,186 Spaces,Walla Walla,3/28/2026 11:03:11 AM
