Depart,Destination,Drive-up,Vessel,timestamp
03:10 PM,Edmonds,57 Spaces,Spokane,3/30/2026 3:09:12 PM
04:00 PM,Edmonds,186 Spaces,Walla Walla,3/30/2026 3:09:12 PM
04:40 PM,Edmonds,186 Spaces,Spokane,3/30/2026 3:09:12 PM
05:30 PM,Edmonds,186 Spaces,Walla Walla,3/30/2026 3:09:12 PM
06:10 PM,Edmonds,186 Spaces,Spokane,3/30/2026 3:09:12 PM
07:00 PM,Edmonds,186 Spaces,Walla Walla,3/30/2026 3:09:12 PM
07:45 PM,Edmonds,186 Spaces,Spokane,3/30/2026 3:09:12 PM
08:20 PM,Edmonds,186 Spaces,Walla Walla,3/30/2026 3:09:12 PM
09:40 PM,Edmonds,186 Spaces,Walla Walla,3/30/2026 3:09:12 PM
11:10 PM,Edmonds,186 Spaces,Walla Walla,3/30/2026 3:09:12 PM
