Depart,Destination,Drive-up,Vessel,timestamp
06:30 PM,Bainbridge Island,190 Spaces,Tacoma,4/10/2026 12:05:52 AM
06:45 PM,Bremerton,116 Spaces,Issaquah,4/10/2026 12:05:52 AM
07:30 PM,Bainbridge Island,197 Spaces,Puyallup,4/10/2026 12:05:52 AM
07:50 PM,Bremerton,139 Spaces,Kaleetan,4/10/2026 12:05:52 AM
08:15 PM,Bainbridge Island,197 Spaces,Tacoma,4/10/2026 12:05:52 AM
09:05 PM,Bremerton,120 Spaces,Issaquah,4/10/2026 12:05:52 AM
09:20 PM,Bainbridge Island,197 Spaces,Puyallup,4/10/2026 12:05:52 AM
10:05 PM,Bainbridge Island,197 Spaces,Tacoma,4/10/2026 12:05:52 AM
10:30 PM,Bremerton,139 Spaces,Kaleetan,4/10/2026 12:05:52 AM
10:50 PM,Bainbridge Island,197 Spaces,Puyallup,4/10/2026 12:05:52 AM
12:15 AM,Bainbridge Island,197 Spaces,Puyallup,4/10/2026 12:05:52 AM
12:50 AM,Bremerton,139 Spaces,Kaleetan,4/10/2026 12:05:52 AM
01:35 AM,Bainbridge Island,197 Spaces,Puyallup,4/10/2026 12:05:52 AM
