Depart,Destination,Drive-up,Vessel,timestamp
04:40 PM,Edmonds,180 Spaces,Spokane,2/8/2026 4:12:29 PM
05:30 PM,Edmonds,197 Spaces,Puyallup,2/8/2026 4:12:29 PM
06:10 PM,Edmonds,186 Spaces,Spokane,2/8/2026 4:12:29 PM
07:00 PM,Edmonds,197 Spaces,Puyallup,2/8/2026 4:12:29 PM
07:45 PM,Edmonds,186 Spaces,Spokane,2/8/2026 4:12:29 PM
08:20 PM,Edmonds,197 Spaces,Puyallup,2/8/2026 4:12:29 PM
09:10 PM,Edmonds,186 Spaces,Spokane,2/8/2026 4:12:29 PM
09:40 PM,Edmonds,197 Spaces,Puyallup,2/8/2026 4:12:29 PM
10:30 PM,Edmonds,186 Spaces,Spokane,2/8/2026 4:12:29 PM
11:10 PM,Edmonds,197 Spaces,Puyallup,2/8/2026 4:12:29 PM
