Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kittitas,Vashon,,00:15,00:16,00:00,09/12/2026,
Kittitas,Southworth,,00:35,00:35,00:00,09/12/2026,
Kittitas,Fauntleroy,,01:05,01:12,00:00,09/12/2026,
Kittitas,Vashon,,01:30,01:31,00:00,09/12/2026,
Kittitas,Southworth,,04:20,04:20,00:00,09/12/2026,
Kittitas,Vashon,,04:40,04:41,00:00,09/12/2026,
Kittitas,Fauntleroy,,05:10,05:11,00:00,09/12/2026,
Kittitas,Vashon,,05:35,05:35,00:00,09/12/2026,
Kittitas,Southworth,,05:55,05:55,00:00,09/12/2026,
Kittitas,Vashon,,06:15,06:15,00:00,09/12/2026,
Kittitas,Fauntleroy,Southworth,06:45,06:47,07:06,09/12/2026,
Kittitas,Southworth,Vashon,07:20,07:20,07:34,09/12/2026,
Kittitas,Vashon,Fauntleroy,07:40,07:46,07:59,09/12/2026,
Kittitas,Fauntleroy,Vashon,08:15,08:16,08:29,09/12/2026,
Kittitas,Vashon,Southworth,08:40,08:40,08:52,09/12/2026,
Kittitas,Southworth,Vashon,09:05,09:05,09:19,09/12/2026,
Kittitas,Vashon,Fauntleroy,09:25,09:26,09:41,09/12/2026,
Kittitas,Fauntleroy,Vashon,09:55,10:00,10:13,09/12/2026,
Kittitas,Vashon,Southworth,10:20,10:23,10:34,09/12/2026,
Kittitas,Southworth,Vashon,10:45,11:00,11:13,09/12/2026,
Kittitas,Vashon,Fauntleroy,11:10,11:22,11:36,09/12/2026,
Kittitas,Fauntleroy,Southworth,11:40,11:49,12:07,09/12/2026,
Kittitas,Southworth,,12:20,12:23,00:00,09/12/2026,
Kittitas,Vashon,Fauntleroy,12:45,12:47,13:01,09/12/2026,
Kittitas,Fauntleroy,Vashon,13:20,13:22,13:36,09/12/2026,
Kittitas,Vashon,,13:55,13:55,00:00,09/12/2026,
Kittitas,Fauntleroy,,14:30,14:36,00:00,09/12/2026,
Kittitas,Vashon,Fauntleroy,14:55,15:03,15:16,09/12/2026,
Kittitas,Fauntleroy,Vashon,15:20,15:31,15:44,09/12/2026,
Kittitas,Vashon,Fauntleroy,15:45,15:56,16:12,09/12/2026,
Kittitas,Fauntleroy,Vashon,16:20,16:22,16:36,09/12/2026,
Kittitas,Vashon,Fauntleroy,16:50,16:53,17:06,09/12/2026,
Kittitas,Fauntleroy,Vashon,17:20,17:27,17:40,09/12/2026,
Kittitas,Vashon,Southworth,17:50,17:52,18:03,09/12/2026,
Kittitas,Southworth,,18:15,18:16,00:00,09/12/2026,
Kittitas,Vashon,Fauntleroy,18:40,18:44,18:58,09/12/2026,
Kittitas,Fauntleroy,,19:10,19:15,00:00,09/12/2026,
Kittitas,Vashon,Southworth,19:35,19:40,19:57,09/12/2026,
Kittitas,Southworth,Vashon,20:05,20:10,20:23,09/12/2026,
Kittitas,Vashon,Fauntleroy,20:35,20:36,20:52,09/12/2026,
Kittitas,Fauntleroy,Vashon,21:15,21:16,21:31,09/12/2026,
Kittitas,Vashon,Fauntleroy,22:05,22:05,22:19,09/12/2026,
Kittitas,Fauntleroy,Vashon,22:35,22:36,22:51,09/12/2026,
Kittitas,Vashon,,23:00,23:01,00:00,09/12/2026,
Kittitas,Southworth,,23:20,23:25,00:00,09/12/2026,
Kittitas,Fauntleroy,,23:50,23:53,00:00,09/12/2026,
Kittitas,Vashon,,00:15,00:16,00:00,09/13/2026,
Kittitas,Southworth,,00:35,00:36,00:00,09/13/2026,
Kittitas,Fauntleroy,,01:05,01:06,00:00,09/13/2026,
Kittitas,Vashon,,01:30,01:30,00:00,09/13/2026,
