Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Sealth,Pt. Defiance,Tahlequah,05:55,05:57,06:08,12/21/2025,
Sealth,Tahlequah,Pt. Defiance,06:20,06:20,06:32,12/21/2025,
