Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tokitae,Mukilteo,Clinton,00:05,00:05,00:18,05/16/2026,
Tokitae,Clinton,Mukilteo,00:35,00:35,00:49,05/16/2026,
Tokitae,Mukilteo,Clinton,01:05,01:05,01:18,05/16/2026,
Tokitae,Clinton,Mukilteo,08:00,08:04,08:20,05/16/2026,
Tokitae,Mukilteo,Clinton,08:30,08:30,08:46,05/16/2026,
Tokitae,Clinton,Mukilteo,09:00,09:02,09:16,05/16/2026,
Tokitae,Mukilteo,Clinton,09:30,09:31,09:45,05/16/2026,
Tokitae,Clinton,Mukilteo,10:00,10:02,10:16,05/16/2026,
Tokitae,Mukilteo,Clinton,10:30,10:30,10:46,05/16/2026,
Tokitae,Clinton,Mukilteo,11:00,11:02,11:16,05/16/2026,
Tokitae,Mukilteo,Clinton,11:30,11:31,11:46,05/16/2026,
Tokitae,Clinton,Mukilteo,12:00,12:00,12:16,05/16/2026,
Tokitae,Mukilteo,Clinton,12:30,12:30,12:45,05/16/2026,
Tokitae,Clinton,Mukilteo,13:00,13:01,13:16,05/16/2026,
Tokitae,Mukilteo,Clinton,13:30,13:30,13:45,05/16/2026,
Tokitae,Clinton,Mukilteo,14:00,14:01,14:17,05/16/2026,
Tokitae,Mukilteo,Clinton,14:35,14:36,14:50,05/16/2026,
Tokitae,Clinton,Mukilteo,15:05,15:07,15:20,05/16/2026,
Tokitae,Mukilteo,Clinton,15:35,15:35,15:52,05/16/2026,
Tokitae,Clinton,Mukilteo,16:05,16:07,16:21,05/16/2026,
Tokitae,Mukilteo,Clinton,16:40,16:40,16:57,05/16/2026,
Tokitae,Clinton,Mukilteo,17:05,17:15,17:27,05/16/2026,
Tokitae,Mukilteo,Clinton,17:40,17:41,17:57,05/16/2026,
Tokitae,Clinton,Mukilteo,18:05,18:10,18:23,05/16/2026,
Tokitae,Mukilteo,Clinton,18:40,18:40,18:56,05/16/2026,
Tokitae,Clinton,Mukilteo,19:05,19:07,19:20,05/16/2026,
Tokitae,Mukilteo,Clinton,19:35,19:37,19:52,05/16/2026,
Tokitae,Clinton,Mukilteo,20:00,20:04,20:16,05/16/2026,
Tokitae,Mukilteo,Clinton,20:35,20:36,20:55,05/16/2026,
Tokitae,Clinton,Mukilteo,21:00,21:04,21:16,05/16/2026,
Tokitae,Mukilteo,Clinton,21:30,21:32,21:47,05/16/2026,
Tokitae,Clinton,Mukilteo,22:00,22:01,22:15,05/16/2026,
Tokitae,Mukilteo,Clinton,22:30,22:30,22:50,05/16/2026,
Tokitae,Clinton,Mukilteo,08:00,08:01,08:17,05/17/2026,
Tokitae,Mukilteo,Clinton,08:30,08:30,08:45,05/17/2026,
Tokitae,Clinton,Mukilteo,09:00,09:01,09:16,05/17/2026,
Tokitae,Mukilteo,Clinton,09:30,09:30,09:45,05/17/2026,
