Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:04,05:13,01/03/2026,
Yakima,Friday Harbor,Lopez,05:40,05:40,06:15,01/03/2026,
