Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Port Townsend,Keystone,06:30,06:31,06:57,09/21/2026,
Salish,Keystone,Port Townsend,07:15,07:15,07:44,09/21/2026,
Salish,Port Townsend,Keystone,08:00,08:01,08:32,09/21/2026,
Salish,Keystone,Port Townsend,08:45,08:48,09:17,09/21/2026,
Salish,Port Townsend,Keystone,09:30,09:31,09:58,09/21/2026,
Salish,Keystone,Port Townsend,10:15,10:16,10:45,09/21/2026,
Salish,Port Townsend,Keystone,11:00,11:04,11:31,09/21/2026,
Salish,Keystone,Port Townsend,11:45,11:50,12:21,09/21/2026,
Salish,Port Townsend,Keystone,12:30,12:35,13:02,09/21/2026,
Salish,Keystone,Port Townsend,13:15,13:16,13:44,09/21/2026,
Salish,Port Townsend,Keystone,14:00,14:01,14:30,09/21/2026,
Salish,Keystone,Port Townsend,14:45,14:46,15:12,09/21/2026,
Salish,Port Townsend,Keystone,15:30,15:31,15:58,09/21/2026,
Salish,Keystone,Port Townsend,16:15,16:16,16:41,09/21/2026,
Salish,Port Townsend,Keystone,17:15,17:16,17:43,09/21/2026,
Salish,Keystone,Port Townsend,18:00,18:01,18:29,09/21/2026,
Salish,Port Townsend,Keystone,18:45,18:51,19:18,09/21/2026,
Salish,Keystone,Port Townsend,19:30,19:31,20:02,09/21/2026,
Salish,Port Townsend,Keystone,20:30,20:30,20:58,09/21/2026,
Salish,Keystone,Port Townsend,21:10,21:10,21:37,09/21/2026,
