Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tillikum,Friday Harbor,Lopez,06:05,06:10,06:48,06/08/2026,
Tillikum,Lopez,Shaw,06:50,07:03,07:21,06/08/2026,
Tillikum,Shaw,Orcas,07:20,07:27,07:36,06/08/2026,
Tillikum,Orcas,Friday Harbor,07:40,07:48,08:35,06/08/2026,
Tillikum,Friday Harbor,Orcas,08:45,08:52,09:38,06/08/2026,
Tillikum,Orcas,Shaw,09:45,09:50,09:59,06/08/2026,
Tillikum,Shaw,Lopez,10:00,10:04,10:24,06/08/2026,
Tillikum,Lopez,Friday Harbor,10:30,10:42,11:21,06/08/2026,
Tillikum,Friday Harbor,Orcas,11:30,11:48,12:26,06/08/2026,
Tillikum,Orcas,Shaw,12:50,12:53,13:00,06/08/2026,
Tillikum,Shaw,Lopez,13:05,13:06,13:25,06/08/2026,
Tillikum,Lopez,Friday Harbor,13:35,13:35,14:14,06/08/2026,
Tillikum,Friday Harbor,Lopez,14:30,14:30,15:09,06/08/2026,
Tillikum,Lopez,Shaw,15:20,15:20,15:37,06/08/2026,
Tillikum,Shaw,Orcas,15:45,15:45,15:51,06/08/2026,
Tillikum,Orcas,Shaw,16:05,16:05,16:13,06/08/2026,
Tillikum,Shaw,Lopez,16:20,16:19,16:38,06/08/2026,
Tillikum,Lopez,Friday Harbor,16:50,16:50,17:29,06/08/2026,
Tillikum,Friday Harbor,Orcas,17:40,17:42,18:27,06/08/2026,
Tillikum,Orcas,Shaw,19:00,19:00,19:07,06/08/2026,
Tillikum,Shaw,Lopez,19:15,19:15,19:33,06/08/2026,
Tillikum,Lopez,Shaw,19:45,19:45,20:02,06/08/2026,
Tillikum,Shaw,Orcas,20:10,20:07,20:16,06/08/2026,
Tillikum,Orcas,Friday Harbor,20:30,20:30,21:08,06/08/2026,
Tillikum,Friday Harbor,Lopez,06:05,06:05,06:43,06/09/2026,
Tillikum,Lopez,Shaw,06:50,06:53,07:12,06/09/2026,
Tillikum,Shaw,Orcas,07:20,07:21,07:28,06/09/2026,
Tillikum,Orcas,Friday Harbor,07:40,07:40,08:19,06/09/2026,
Tillikum,Friday Harbor,Orcas,08:45,08:45,09:21,06/09/2026,
Tillikum,Orcas,Shaw,09:45,09:45,09:53,06/09/2026,
Tillikum,Shaw,Lopez,10:00,10:00,10:18,06/09/2026,
Tillikum,Lopez,Friday Harbor,10:30,10:31,11:12,06/09/2026,
Tillikum,Friday Harbor,Orcas,11:30,11:45,12:32,06/09/2026,
Tillikum,Orcas,Shaw,12:50,13:04,13:12,06/09/2026,
Tillikum,Shaw,Lopez,13:05,13:21,13:38,06/09/2026,
Tillikum,Lopez,Friday Harbor,13:35,13:46,14:28,06/09/2026,
Tillikum,Friday Harbor,Lopez,14:30,14:43,15:20,06/09/2026,
Tillikum,Lopez,Shaw,15:20,15:32,15:51,06/09/2026,
Tillikum,Shaw,Orcas,15:45,15:56,16:08,06/09/2026,
Tillikum,Orcas,Shaw,16:05,16:28,16:34,06/09/2026,
Tillikum,Shaw,Lopez,16:20,16:42,16:54,06/09/2026,
Tillikum,Lopez,Friday Harbor,16:50,17:03,17:46,06/09/2026,
Tillikum,Friday Harbor,Orcas,17:40,18:18,18:56,06/09/2026,
Tillikum,Orcas,Shaw,19:00,19:03,19:10,06/09/2026,
