Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kennewick,Port Townsend,Keystone,06:30,06:30,06:56,11/29/2025,
Kennewick,Keystone,Port Townsend,07:15,07:16,07:45,11/29/2025,
