Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Port Townsend,Keystone,06:30,06:32,07:00,06/04/2026,
Salish,Keystone,Port Townsend,07:15,07:16,07:45,06/04/2026,
Salish,Port Townsend,Keystone,08:00,08:02,08:29,06/04/2026,
Salish,Keystone,Port Townsend,08:45,08:46,09:14,06/04/2026,
Salish,Port Townsend,Keystone,09:30,09:33,10:01,06/04/2026,
Salish,Keystone,Port Townsend,10:15,10:16,10:44,06/04/2026,
Salish,Port Townsend,Keystone,11:00,11:01,11:30,06/04/2026,
Salish,Keystone,Port Townsend,11:45,11:47,12:19,06/04/2026,
Salish,Port Townsend,Keystone,12:30,12:38,13:05,06/04/2026,
Salish,Keystone,Port Townsend,13:15,13:30,13:57,06/04/2026,
Salish,Port Townsend,Keystone,14:00,14:16,14:44,06/04/2026,
Salish,Keystone,Port Townsend,14:45,15:02,15:33,06/04/2026,
Salish,Port Townsend,Keystone,15:30,15:51,16:18,06/04/2026,
Salish,Keystone,Port Townsend,16:15,16:36,17:05,06/04/2026,
Salish,Port Townsend,Keystone,17:15,17:21,17:49,06/04/2026,
Salish,Keystone,Port Townsend,18:00,18:06,18:35,06/04/2026,
Salish,Port Townsend,Keystone,18:45,18:52,19:19,06/04/2026,
Salish,Keystone,Port Townsend,19:30,19:34,20:04,06/04/2026,
Salish,Port Townsend,Keystone,20:30,20:30,20:58,06/04/2026,
Salish,Keystone,Port Townsend,21:10,21:10,21:37,06/04/2026,
Salish,Port Townsend,Keystone,06:30,06:30,06:57,06/05/2026,
