Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Port Townsend,Keystone,12:30,12:34,13:02,05/08/2026,
Salish,Keystone,Port Townsend,13:15,13:19,13:45,05/08/2026,
