Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:05,05:13,12/25/2025,
Yakima,Friday Harbor,Lopez,05:40,05:40,06:14,12/25/2025,
