Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Lopez,06:10,06:18,07:00,08/26/2026,
Yakima,Lopez,Friday Harbor,07:00,07:07,07:40,08/26/2026,
Yakima,Friday Harbor,Anacortes,08:05,08:18,09:25,08/26/2026,
Yakima,Anacortes,Lopez,09:35,09:52,10:36,08/26/2026,
Yakima,Lopez,Anacortes,10:45,11:12,11:58,08/26/2026,
Yakima,Anacortes,Friday Harbor,12:00,12:26,13:34,08/26/2026,
Yakima,Friday Harbor,Lopez,14:20,14:21,14:55,08/26/2026,
Yakima,Lopez,Anacortes,14:40,15:15,16:00,08/26/2026,
Yakima,Anacortes,Friday Harbor,16:45,16:45,18:06,08/26/2026,
Yakima,Friday Harbor,Anacortes,18:35,18:45,20:00,08/26/2026,
Yakima,Anacortes,Friday Harbor,20:15,20:23,21:29,08/26/2026,
Yakima,Friday Harbor,Orcas,21:50,21:52,22:32,08/26/2026,
Yakima,Orcas,Shaw,22:45,22:45,22:53,08/26/2026,
Yakima,Shaw,Lopez,22:55,22:55,23:09,08/26/2026,
Yakima,Lopez,Anacortes,23:20,23:20,00:03,08/26/2026,
