Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tillikum,Friday Harbor,Lopez,06:05,06:11,06:52,01/26/2026,
Tillikum,Lopez,Shaw,06:50,07:05,07:22,01/26/2026,
Tillikum,Shaw,Orcas,07:20,07:28,07:36,01/26/2026,
Tillikum,Orcas,Friday Harbor,07:40,07:48,08:33,01/26/2026,
Tillikum,Friday Harbor,Orcas,08:45,08:45,09:30,01/26/2026,
Tillikum,Orcas,Shaw,09:45,09:46,09:53,01/26/2026,
Tillikum,Shaw,Lopez,10:00,10:00,10:20,01/26/2026,
Tillikum,Lopez,Friday Harbor,10:30,10:31,11:12,01/26/2026,
Tillikum,Friday Harbor,Orcas,11:30,11:39,12:24,01/26/2026,
Tillikum,Orcas,Shaw,12:50,12:50,13:00,01/26/2026,
Tillikum,Shaw,Lopez,13:05,13:05,13:24,01/26/2026,
Tillikum,Lopez,Friday Harbor,13:35,13:35,14:15,01/26/2026,
