Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Puyallup,Bainbridge,Colman,00:00,00:07,00:38,04/19/2026,
Puyallup,Colman,Bainbridge,00:45,00:48,01:20,04/19/2026,
Puyallup,Bainbridge,Colman,01:25,01:28,01:59,04/19/2026,
Puyallup,Colman,Bainbridge,02:10,02:11,02:49,04/19/2026,
Puyallup,Bainbridge,Colman,05:20,05:21,05:53,04/19/2026,
Puyallup,Colman,Bainbridge,06:10,06:11,06:44,04/19/2026,
Puyallup,Bainbridge,Colman,07:05,07:06,07:39,04/19/2026,
Puyallup,Colman,Bainbridge,07:55,07:56,08:30,04/19/2026,
Puyallup,Bainbridge,Colman,08:45,08:45,09:19,04/19/2026,
Puyallup,Colman,Bainbridge,09:35,09:37,10:14,04/19/2026,
Puyallup,Bainbridge,Colman,10:25,10:27,11:00,04/19/2026,
Puyallup,Colman,Bainbridge,11:25,11:27,12:03,04/19/2026,
Puyallup,Bainbridge,Colman,12:20,12:24,12:58,04/19/2026,
Puyallup,Colman,Bainbridge,13:15,13:28,13:54,04/19/2026,
Puyallup,Bainbridge,Colman,14:10,14:16,14:49,04/19/2026,
Puyallup,Colman,Bainbridge,15:05,15:09,15:42,04/19/2026,
Puyallup,Bainbridge,Colman,15:55,16:03,16:35,04/19/2026,
Puyallup,Colman,Bainbridge,16:45,16:57,17:30,04/19/2026,
Puyallup,Bainbridge,Colman,17:35,17:55,18:26,04/19/2026,
Puyallup,Colman,Bainbridge,18:25,18:50,19:23,04/19/2026,
Puyallup,Bainbridge,Colman,19:15,19:38,20:10,04/19/2026,
Puyallup,Colman,Bainbridge,20:10,20:24,20:58,04/19/2026,
Puyallup,Bainbridge,Colman,20:55,21:09,21:40,04/19/2026,
Puyallup,Colman,Bainbridge,21:45,22:06,22:38,04/19/2026,
Puyallup,Bainbridge,Colman,22:30,22:47,23:19,04/19/2026,
Puyallup,Colman,Bainbridge,23:15,23:28,00:00,04/19/2026,
Puyallup,Bainbridge,Colman,00:00,00:06,00:38,04/20/2026,
Puyallup,Colman,Bainbridge,00:45,00:48,01:20,04/20/2026,
Puyallup,Bainbridge,Colman,01:25,01:27,01:59,04/20/2026,
Puyallup,Colman,Bainbridge,02:10,02:10,02:42,04/20/2026,
Puyallup,Bainbridge,Colman,05:20,05:21,05:54,04/20/2026,
Puyallup,Colman,Bainbridge,06:10,06:11,06:44,04/20/2026,
Puyallup,Bainbridge,Colman,07:05,07:06,07:41,04/20/2026,
Puyallup,Colman,Bainbridge,07:55,07:58,08:30,04/20/2026,
Puyallup,Bainbridge,Colman,08:45,08:47,09:20,04/20/2026,
Puyallup,Colman,Bainbridge,09:35,09:36,10:09,04/20/2026,
Puyallup,Bainbridge,Colman,10:25,10:26,11:00,04/20/2026,
Puyallup,Colman,Bainbridge,11:25,11:26,12:04,04/20/2026,
Puyallup,Bainbridge,Colman,12:20,12:21,12:55,04/20/2026,
Puyallup,Colman,Bainbridge,13:10,13:14,13:48,04/20/2026,
Puyallup,Bainbridge,Colman,14:05,14:06,14:39,04/20/2026,
Puyallup,Colman,Bainbridge,15:00,15:01,15:35,04/20/2026,
Puyallup,Bainbridge,Colman,15:50,15:53,16:25,04/20/2026,
Puyallup,Colman,Bainbridge,16:45,16:46,17:18,04/20/2026,
Puyallup,Bainbridge,Colman,17:35,17:37,18:08,04/20/2026,
