Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Samish,Lopez,Shaw,23:20,00:10,00:25,07/21/2026,
Samish,Shaw,Orcas,23:45,00:28,00:38,07/21/2026,
Samish,Anacortes,Friday Harbor,04:00,04:00,05:08,07/22/2026,
Samish,Friday Harbor,Lopez,05:35,05:35,06:08,07/22/2026,
Samish,Lopez,Anacortes,06:15,06:18,07:03,07/22/2026,
Samish,Anacortes,Orcas,07:25,07:35,08:28,07/22/2026,
Samish,Orcas,Shaw,08:50,09:05,09:15,07/22/2026,
Samish,Shaw,Anacortes,09:05,09:21,10:21,07/22/2026,
Samish,Anacortes,Shaw,10:30,10:46,11:36,07/22/2026,
Samish,Shaw,Orcas,11:30,11:40,11:50,07/22/2026,
Samish,Orcas,Shaw,12:15,12:26,12:36,07/22/2026,
Samish,Shaw,Anacortes,12:30,12:43,13:36,07/22/2026,
Samish,Anacortes,Friday Harbor,14:00,14:00,15:09,07/22/2026,
Samish,Friday Harbor,Anacortes,15:50,15:50,17:00,07/22/2026,
Samish,Anacortes,Lopez,17:25,17:29,18:09,07/22/2026,
Samish,Lopez,Anacortes,18:35,18:35,19:20,07/22/2026,
Samish,Anacortes,Shaw,19:50,19:50,20:39,07/22/2026,
Samish,Shaw,Orcas,20:50,20:50,21:00,07/22/2026,
Samish,Orcas,Anacortes,21:25,21:25,22:21,07/22/2026,
Samish,Anacortes,Friday Harbor,04:00,04:00,05:08,07/23/2026,
Samish,Friday Harbor,Lopez,05:35,05:35,06:09,07/23/2026,
Samish,Lopez,Anacortes,06:15,06:35,07:20,07/23/2026,
Samish,Orcas,Shaw,08:50,09:15,09:25,07/23/2026,
Samish,Shaw,Anacortes,09:05,09:31,10:27,07/23/2026,
Samish,Anacortes,Shaw,10:30,10:47,11:38,07/23/2026,
Samish,Shaw,Orcas,11:30,11:42,11:51,07/23/2026,
Samish,Orcas,Shaw,12:15,12:30,12:43,07/23/2026,
Samish,Shaw,Anacortes,12:30,12:50,13:46,07/23/2026,
Samish,Anacortes,Friday Harbor,14:00,14:20,15:33,07/23/2026,
Samish,Friday Harbor,Anacortes,15:50,16:24,17:37,07/23/2026,
