Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tokitae,Clinton,Mukilteo,08:00,08:02,08:20,01/18/2026,
Tokitae,Mukilteo,Clinton,08:30,08:31,08:46,01/18/2026,
Tokitae,Clinton,Mukilteo,09:00,09:01,09:16,01/18/2026,
Tokitae,Mukilteo,Clinton,09:30,09:31,09:48,01/18/2026,
Tokitae,Clinton,Mukilteo,10:00,10:03,10:19,01/18/2026,
Tokitae,Mukilteo,Clinton,10:30,10:35,10:49,01/18/2026,
Tokitae,Clinton,Mukilteo,11:00,11:06,11:22,01/18/2026,
Tokitae,Mukilteo,Clinton,11:30,11:38,11:54,01/18/2026,
Tokitae,Clinton,Mukilteo,12:00,12:08,12:24,01/18/2026,
Tokitae,Mukilteo,Clinton,12:30,12:41,12:57,01/18/2026,
Tokitae,Clinton,Mukilteo,13:00,13:13,13:27,01/18/2026,
