Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kennewick,Port Townsend,Keystone,06:30,06:30,06:57,03/29/2026,
Kennewick,Keystone,Port Townsend,07:15,07:15,07:41,03/29/2026,
Kennewick,Port Townsend,Keystone,08:00,08:01,08:28,03/29/2026,
Kennewick,Keystone,Port Townsend,08:45,08:45,09:12,03/29/2026,
Kennewick,Port Townsend,Keystone,09:30,09:30,09:57,03/29/2026,
Kennewick,Keystone,Port Townsend,10:15,10:18,10:44,03/29/2026,
Kennewick,Port Townsend,Keystone,11:00,11:01,11:28,03/29/2026,
Kennewick,Keystone,Port Townsend,11:45,11:47,12:14,03/29/2026,
Kennewick,Port Townsend,Keystone,12:30,12:30,12:57,03/29/2026,
Kennewick,Keystone,Port Townsend,13:15,13:17,13:43,03/29/2026,
Kennewick,Port Townsend,Keystone,14:00,14:02,14:29,03/29/2026,
Kennewick,Keystone,Port Townsend,14:45,14:51,15:15,03/29/2026,
Kennewick,Port Townsend,Keystone,15:30,15:35,16:01,03/29/2026,
Kennewick,Keystone,Port Townsend,16:15,16:22,16:48,03/29/2026,
Kennewick,Port Townsend,Keystone,17:15,17:17,17:43,03/29/2026,
Kennewick,Keystone,Port Townsend,18:00,18:01,18:25,03/29/2026,
Kennewick,Port Townsend,Keystone,18:45,18:46,19:12,03/29/2026,
Kennewick,Keystone,Port Townsend,19:30,19:30,19:56,03/29/2026,
Kennewick,Port Townsend,Keystone,20:30,20:30,20:56,03/29/2026,
Kennewick,Keystone,Port Townsend,21:10,21:10,21:36,03/29/2026,
Kennewick,Port Townsend,Keystone,06:30,06:30,06:57,03/30/2026,
Kennewick,Keystone,Port Townsend,07:15,07:15,07:42,03/30/2026,
