Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tillikum,Friday Harbor,Lopez,05:50,06:03,06:48,08/17/2026,
Tillikum,Lopez,Shaw,06:40,06:56,07:14,08/17/2026,
Tillikum,Shaw,Orcas,07:05,07:18,07:27,08/17/2026,
Tillikum,Orcas,Friday Harbor,07:25,07:36,08:33,08/17/2026,
Tillikum,Friday Harbor,Lopez,08:35,08:53,09:33,08/17/2026,
Tillikum,Lopez,Shaw,09:25,09:45,10:04,08/17/2026,
Tillikum,Shaw,Orcas,09:50,10:11,10:18,08/17/2026,
Tillikum,Orcas,Friday Harbor,10:10,10:29,11:10,08/17/2026,
Tillikum,Friday Harbor,Shaw,11:20,11:39,12:23,08/17/2026,
Tillikum,Shaw,Orcas,12:15,12:28,12:37,08/17/2026,
Tillikum,Orcas,Lopez,12:35,12:47,13:07,08/17/2026,
Tillikum,Lopez,Friday Harbor,13:05,13:29,14:11,08/17/2026,
Tillikum,Anacortes,Friday Harbor,16:45,16:38,18:05,08/17/2026,
Tillikum,Friday Harbor,Orcas,17:50,18:16,18:57,08/17/2026,
Tillikum,Orcas,Shaw,19:00,19:06,19:13,08/17/2026,
Tillikum,Shaw,Lopez,19:15,19:23,19:41,08/17/2026,
Tillikum,Lopez,Orcas,19:45,19:50,20:10,08/17/2026,
Tillikum,Orcas,Friday Harbor,20:15,20:19,21:00,08/17/2026,
Tillikum,Friday Harbor,Lopez,05:50,05:56,06:41,08/18/2026,
Tillikum,Lopez,Shaw,06:40,06:50,07:10,08/18/2026,
Tillikum,Shaw,Orcas,07:05,07:16,07:23,08/18/2026,
Tillikum,Orcas,Friday Harbor,07:25,07:37,08:19,08/18/2026,
Tillikum,Friday Harbor,Lopez,08:35,08:47,09:30,08/18/2026,
