Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kaleetan,Anacortes,Lopez,06:15,06:15,07:04,01/30/2026,
Kaleetan,Lopez,Friday Harbor,07:10,07:11,07:43,01/30/2026,
Kaleetan,Friday Harbor,Lopez,08:10,08:10,08:44,01/30/2026,
Kaleetan,Lopez,Anacortes,08:55,08:54,09:43,01/30/2026,
Kaleetan,Anacortes,Lopez,10:05,10:13,10:58,01/30/2026,
Kaleetan,Lopez,Orcas,11:00,11:13,11:31,01/30/2026,
Kaleetan,Orcas,Lopez,11:50,11:52,12:12,01/30/2026,
Kaleetan,Lopez,Anacortes,12:20,12:27,13:10,01/30/2026,
Kaleetan,Anacortes,Friday Harbor,13:35,13:36,14:44,01/30/2026,
Kaleetan,Friday Harbor,Lopez,15:35,15:35,16:08,01/30/2026,
