Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Spokane,Kingston,Edmonds,04:45,04:49,05:12,04/25/2026,
Spokane,Edmonds,Kingston,05:35,05:40,06:02,04/25/2026,
Spokane,Kingston,Edmonds,06:25,06:26,06:49,04/25/2026,
Spokane,Edmonds,Kingston,07:10,07:11,07:32,04/25/2026,
Spokane,Kingston,Edmonds,07:55,07:56,08:18,04/25/2026,
Spokane,Edmonds,Kingston,08:50,08:51,09:13,04/25/2026,
Spokane,Kingston,Edmonds,09:35,09:37,09:59,04/25/2026,
Spokane,Edmonds,Kingston,10:20,10:25,10:46,04/25/2026,
Spokane,Kingston,Edmonds,11:05,11:24,11:45,04/25/2026,
Spokane,Edmonds,Kingston,11:55,12:13,12:37,04/25/2026,
Spokane,Kingston,Edmonds,12:45,13:05,13:26,04/25/2026,
Spokane,Edmonds,Kingston,13:35,13:52,14:15,04/25/2026,
Spokane,Kingston,Edmonds,14:30,14:41,15:03,04/25/2026,
Spokane,Edmonds,Kingston,15:15,15:31,15:56,04/25/2026,
Spokane,Kingston,Edmonds,16:00,16:18,16:39,04/25/2026,
Spokane,Edmonds,Kingston,16:45,17:05,17:27,04/25/2026,
Spokane,Kingston,Edmonds,17:30,17:50,18:12,04/25/2026,
Spokane,Edmonds,Kingston,18:15,18:37,18:59,04/25/2026,
Spokane,Kingston,Edmonds,19:00,19:28,19:50,04/25/2026,
Spokane,Edmonds,Kingston,19:40,20:12,20:34,04/25/2026,
Spokane,Kingston,Edmonds,20:20,20:53,21:15,04/25/2026,
Spokane,Edmonds,Kingston,21:05,21:30,21:52,04/25/2026,
Spokane,Kingston,Edmonds,21:40,22:02,22:24,04/25/2026,
Spokane,Edmonds,Kingston,22:25,22:32,22:54,04/25/2026,
Spokane,Kingston,Edmonds,23:10,23:13,23:34,04/25/2026,
Spokane,Edmonds,Kingston,23:45,23:46,00:07,04/25/2026,
Spokane,Kingston,Edmonds,06:25,06:26,06:49,04/26/2026,
