Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Sealth,Pt. Defiance,Tahlequah,05:05,05:06,05:17,12/23/2025,
Sealth,Tahlequah,Pt. Defiance,05:30,05:32,05:43,12/23/2025,
