Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Suquamish,Mukilteo,Clinton,00:05,00:06,00:20,09/12/2026,
Suquamish,Clinton,Mukilteo,00:35,00:35,00:49,09/12/2026,
Suquamish,Mukilteo,Clinton,01:05,01:05,01:18,09/12/2026,
Suquamish,Clinton,Mukilteo,05:30,05:31,05:44,09/12/2026,
Suquamish,Mukilteo,Clinton,06:00,06:01,06:14,09/12/2026,
Suquamish,Clinton,Mukilteo,06:30,06:31,06:44,09/12/2026,
Suquamish,Mukilteo,Clinton,07:00,07:01,07:15,09/12/2026,
Suquamish,Clinton,Mukilteo,07:30,07:31,07:44,09/12/2026,
Suquamish,Mukilteo,Clinton,08:00,08:00,08:13,09/12/2026,
Suquamish,Clinton,Mukilteo,08:30,08:31,08:44,09/12/2026,
Suquamish,Mukilteo,Clinton,09:00,09:00,09:13,09/12/2026,
Suquamish,Clinton,Mukilteo,09:30,09:31,09:44,09/12/2026,
Suquamish,Mukilteo,Clinton,10:00,10:00,10:16,09/12/2026,
Suquamish,Clinton,Mukilteo,10:30,10:31,10:45,09/12/2026,
Suquamish,Mukilteo,Clinton,11:00,11:00,11:13,09/12/2026,
Suquamish,Clinton,Mukilteo,11:30,11:30,11:44,09/12/2026,
Suquamish,Mukilteo,Clinton,12:00,12:00,12:13,09/12/2026,
Suquamish,Clinton,Mukilteo,12:30,12:30,12:44,09/12/2026,
Suquamish,Mukilteo,Clinton,13:00,13:00,13:14,09/12/2026,
Suquamish,Clinton,Mukilteo,13:30,13:32,13:45,09/12/2026,
Suquamish,Mukilteo,Clinton,14:05,14:05,14:18,09/12/2026,
Suquamish,Clinton,Mukilteo,14:35,14:38,14:52,09/12/2026,
Suquamish,Mukilteo,Clinton,15:05,15:09,15:22,09/12/2026,
Suquamish,Clinton,Mukilteo,15:35,15:40,15:54,09/12/2026,
Suquamish,Mukilteo,Clinton,16:05,16:10,16:24,09/12/2026,
Suquamish,Clinton,Mukilteo,16:35,16:45,16:58,09/12/2026,
Suquamish,Mukilteo,Clinton,17:10,17:13,17:27,09/12/2026,
Suquamish,Clinton,Mukilteo,17:35,17:48,18:01,09/12/2026,
Suquamish,Mukilteo,Clinton,18:10,18:15,18:29,09/12/2026,
Suquamish,Clinton,Mukilteo,18:35,18:44,18:58,09/12/2026,
Suquamish,Mukilteo,Clinton,19:05,19:09,19:25,09/12/2026,
Suquamish,Clinton,Mukilteo,19:35,19:41,19:55,09/12/2026,
Suquamish,Mukilteo,Clinton,20:05,20:08,20:23,09/12/2026,
Suquamish,Clinton,Mukilteo,20:30,20:37,20:51,09/12/2026,
Suquamish,Mukilteo,Clinton,21:00,21:00,21:16,09/12/2026,
Suquamish,Clinton,Mukilteo,21:30,21:31,21:45,09/12/2026,
Suquamish,Mukilteo,Clinton,22:00,22:01,22:14,09/12/2026,
Suquamish,Clinton,Mukilteo,22:30,22:31,22:44,09/12/2026,
Suquamish,Mukilteo,Clinton,23:00,23:00,23:14,09/12/2026,
Suquamish,Clinton,Mukilteo,23:30,23:30,23:49,09/12/2026,
Suquamish,Mukilteo,Clinton,00:05,00:13,00:28,09/13/2026,
Suquamish,Clinton,Mukilteo,00:35,00:36,00:50,09/13/2026,
Suquamish,Mukilteo,Clinton,01:05,01:05,01:18,09/13/2026,
