Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tillikum,Friday Harbor,Lopez,06:05,06:05,06:45,01/17/2026,
Tillikum,Lopez,Shaw,06:50,06:50,07:12,01/17/2026,
Tillikum,Shaw,Orcas,07:20,07:20,07:27,01/17/2026,
Tillikum,Orcas,Friday Harbor,07:40,07:40,08:23,01/17/2026,
Tillikum,Friday Harbor,Orcas,08:45,08:45,09:24,01/17/2026,
Tillikum,Orcas,Shaw,09:45,09:45,09:53,01/17/2026,
Tillikum,Shaw,Lopez,10:00,10:00,10:20,01/17/2026,
Tillikum,Lopez,Friday Harbor,10:30,10:30,11:10,01/17/2026,
Tillikum,Friday Harbor,Orcas,11:30,11:48,12:34,01/17/2026,
Tillikum,Orcas,Shaw,12:50,12:50,12:59,01/17/2026,
Tillikum,Shaw,Lopez,13:05,13:05,13:23,01/17/2026,
Tillikum,Lopez,Friday Harbor,13:35,13:35,14:15,01/17/2026,
Tillikum,Friday Harbor,Lopez,14:30,14:30,15:12,01/17/2026,
Tillikum,Lopez,Shaw,15:20,15:20,15:39,01/17/2026,
