Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Sealth,Vashon,Fauntleroy,05:40,05:45,06:01,03/05/2026,
Sealth,Fauntleroy,Vashon,06:10,06:11,06:27,03/05/2026,
Sealth,Vashon,Fauntleroy,06:35,06:37,06:53,03/05/2026,
Sealth,Fauntleroy,Vashon,07:05,07:09,07:26,03/05/2026,
Sealth,Vashon,Southworth,07:30,07:35,07:48,03/05/2026,
Sealth,Southworth,Vashon,07:55,07:59,08:14,03/05/2026,
Sealth,Vashon,Fauntleroy,08:15,08:21,08:38,03/05/2026,
Sealth,Fauntleroy,Southworth,08:45,08:48,09:13,03/05/2026,
Sealth,Southworth,Vashon,09:20,09:22,09:37,03/05/2026,
Sealth,Vashon,Fauntleroy,09:40,09:49,10:06,03/05/2026,
Sealth,Fauntleroy,Vashon,10:10,10:16,10:34,03/05/2026,
Sealth,Vashon,Southworth,10:35,10:42,10:56,03/05/2026,
Sealth,Southworth,Vashon,11:00,11:06,11:20,03/05/2026,
Sealth,Vashon,Fauntleroy,11:20,11:28,11:44,03/05/2026,
Sealth,Fauntleroy,Vashon,11:50,11:53,12:09,03/05/2026,
Sealth,Vashon,Fauntleroy,12:20,12:23,12:39,03/05/2026,
Sealth,Fauntleroy,Vashon,12:50,12:50,13:06,03/05/2026,
Sealth,Vashon,Fauntleroy,14:15,14:16,14:31,03/05/2026,
Sealth,Fauntleroy,Vashon,14:45,14:46,15:00,03/05/2026,
Sealth,Vashon,Fauntleroy,15:25,15:26,15:45,03/05/2026,
Sealth,Fauntleroy,Southworth,16:10,16:31,16:42,03/05/2026,
Sealth,Southworth,Vashon,16:45,16:46,16:59,03/05/2026,
Sealth,Vashon,Fauntleroy,17:05,17:07,17:22,03/05/2026,
Sealth,Fauntleroy,Vashon,17:40,17:41,17:57,03/05/2026,
Sealth,Vashon,Southworth,18:05,18:06,18:17,03/05/2026,
Sealth,Southworth,Vashon,18:25,18:27,18:40,03/05/2026,
Sealth,Vashon,Fauntleroy,18:45,18:46,19:02,03/05/2026,
Sealth,Fauntleroy,Vashon,19:15,19:17,19:32,03/05/2026,
Sealth,Vashon,Southworth,19:40,19:40,19:52,03/05/2026,
Sealth,Southworth,Vashon,20:00,20:00,20:22,03/05/2026,
Sealth,Vashon,Fauntleroy,20:20,20:28,20:42,03/05/2026,
Sealth,Fauntleroy,Vashon,20:50,20:53,21:08,03/05/2026,
Sealth,Vashon,Southworth,21:15,21:17,21:30,03/05/2026,
Sealth,Vashon,Fauntleroy,05:40,05:40,05:57,03/06/2026,
Sealth,Fauntleroy,Vashon,06:10,06:11,06:25,03/06/2026,
Sealth,Vashon,Fauntleroy,06:35,06:36,06:50,03/06/2026,
Sealth,Fauntleroy,Vashon,07:05,07:06,07:21,03/06/2026,
Sealth,Vashon,Southworth,07:30,07:31,07:44,03/06/2026,
Sealth,Southworth,Vashon,07:55,07:56,08:08,03/06/2026,
Sealth,Vashon,Fauntleroy,08:15,08:22,08:36,03/06/2026,
Sealth,Fauntleroy,Southworth,08:45,08:46,09:09,03/06/2026,
Sealth,Southworth,Vashon,09:20,09:20,09:34,03/06/2026,
Sealth,Vashon,Fauntleroy,09:40,09:42,09:57,03/06/2026,
Sealth,Fauntleroy,Vashon,10:10,10:11,10:26,03/06/2026,
Sealth,Vashon,Southworth,10:35,10:35,10:49,03/06/2026,
Sealth,Southworth,Vashon,11:00,11:00,11:13,03/06/2026,
Sealth,Vashon,Fauntleroy,11:20,11:22,11:36,03/06/2026,
Sealth,Fauntleroy,Vashon,11:50,11:51,12:07,03/06/2026,
Sealth,Vashon,Fauntleroy,12:20,12:20,12:34,03/06/2026,
Sealth,Fauntleroy,Vashon,12:50,12:51,13:10,03/06/2026,
Sealth,Vashon,Fauntleroy,14:15,14:18,14:34,03/06/2026,
Sealth,Fauntleroy,Vashon,14:45,14:48,15:05,03/06/2026,
Sealth,Vashon,Fauntleroy,15:25,15:25,15:42,03/06/2026,
Sealth,Fauntleroy,Southworth,16:10,16:10,16:39,03/06/2026,
Sealth,Southworth,Vashon,16:45,16:49,17:02,03/06/2026,
Sealth,Vashon,Fauntleroy,17:05,17:10,17:27,03/06/2026,
Sealth,Fauntleroy,Vashon,17:40,17:40,17:56,03/06/2026,
Sealth,Vashon,Southworth,18:05,18:06,18:17,03/06/2026,
Sealth,Southworth,Vashon,18:25,18:26,18:38,03/06/2026,
Sealth,Vashon,Fauntleroy,18:45,18:47,19:02,03/06/2026,
Sealth,Fauntleroy,Vashon,19:15,19:16,19:30,03/06/2026,
Sealth,Vashon,Southworth,19:40,19:41,19:52,03/06/2026,
Sealth,Southworth,Vashon,20:00,20:00,20:28,03/06/2026,
