Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:05,05:13,01/14/2026,
Yakima,Friday Harbor,Lopez,05:40,05:39,06:14,01/14/2026,
