Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Suquamish,Mukilteo,Clinton,00:05,00:05,00:18,12/25/2025,
Suquamish,Clinton,Mukilteo,00:35,00:35,00:48,12/25/2025,
Suquamish,Mukilteo,Clinton,01:05,01:08,01:21,12/25/2025,
Suquamish,Clinton,Mukilteo,04:40,04:40,04:53,12/25/2025,
Suquamish,Mukilteo,Clinton,05:05,05:05,05:19,12/25/2025,
Suquamish,Clinton,Mukilteo,05:30,05:30,05:43,12/25/2025,
Suquamish,Mukilteo,Clinton,06:00,06:01,06:15,12/25/2025,
Suquamish,Clinton,Mukilteo,06:30,06:32,06:46,12/25/2025,
Suquamish,Mukilteo,Clinton,07:00,07:00,07:15,12/25/2025,
Suquamish,Clinton,Mukilteo,07:30,07:31,07:45,12/25/2025,
Suquamish,Mukilteo,Clinton,08:00,08:01,08:15,12/25/2025,
