Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:05,05:13,01/08/2026,
Yakima,Friday Harbor,Lopez,05:40,05:40,06:14,01/08/2026,
