Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Puyallup,Kingston,Edmonds,04:45,04:47,05:09,07/02/2026,
Puyallup,Edmonds,Kingston,05:35,05:36,05:56,07/02/2026,
Puyallup,Kingston,Edmonds,06:25,06:26,06:48,07/02/2026,
Puyallup,Edmonds,Kingston,07:10,07:11,07:32,07/02/2026,
Puyallup,Kingston,Edmonds,07:55,07:57,08:19,07/02/2026,
Puyallup,Edmonds,Kingston,08:50,08:53,09:15,07/02/2026,
Puyallup,Kingston,Edmonds,09:35,09:37,09:58,07/02/2026,
Puyallup,Edmonds,Kingston,10:20,10:23,10:49,07/02/2026,
Puyallup,Kingston,Edmonds,11:05,11:12,11:33,07/02/2026,
Puyallup,Edmonds,Kingston,11:55,12:00,12:21,07/02/2026,
Puyallup,Kingston,Edmonds,12:45,12:46,13:08,07/02/2026,
Puyallup,Edmonds,Kingston,13:35,13:35,13:56,07/02/2026,
Puyallup,Kingston,Edmonds,14:30,14:31,14:53,07/02/2026,
Puyallup,Edmonds,Kingston,15:15,15:21,15:51,07/02/2026,
Puyallup,Kingston,Edmonds,16:00,16:18,16:32,07/02/2026,
Puyallup,Edmonds,Kingston,16:45,16:55,17:16,07/02/2026,
Puyallup,Kingston,Edmonds,17:30,17:42,18:03,07/02/2026,
Puyallup,Edmonds,Kingston,18:15,18:29,18:50,07/02/2026,
Puyallup,Kingston,Edmonds,19:00,19:11,19:32,07/02/2026,
Puyallup,Edmonds,Kingston,19:40,19:56,20:17,07/02/2026,
Puyallup,Kingston,Edmonds,20:20,20:33,20:54,07/02/2026,
Puyallup,Edmonds,Kingston,21:05,21:09,21:30,07/02/2026,
Puyallup,Kingston,Edmonds,21:40,21:48,22:07,07/02/2026,
Puyallup,Edmonds,Kingston,22:25,22:27,22:49,07/02/2026,
Puyallup,Kingston,Edmonds,23:10,23:15,23:35,07/02/2026,
Puyallup,Edmonds,Kingston,23:45,23:47,00:08,07/02/2026,
Puyallup,Kingston,Edmonds,04:45,04:47,05:10,07/03/2026,
Puyallup,Edmonds,Kingston,05:35,05:36,05:57,07/03/2026,
Puyallup,Kingston,Edmonds,06:25,06:26,06:49,07/03/2026,
Puyallup,Edmonds,Kingston,07:10,07:14,07:35,07/03/2026,
Puyallup,Kingston,Edmonds,07:55,07:57,08:18,07/03/2026,
Puyallup,Edmonds,Kingston,08:50,08:51,09:12,07/03/2026,
Puyallup,Kingston,Edmonds,09:35,09:36,09:58,07/03/2026,
Puyallup,Edmonds,Kingston,10:20,10:27,10:49,07/03/2026,
Puyallup,Kingston,Edmonds,11:05,11:12,11:33,07/03/2026,
Puyallup,Edmonds,Kingston,11:55,11:57,12:19,07/03/2026,
Puyallup,Kingston,Edmonds,12:45,12:48,13:09,07/03/2026,
Puyallup,Edmonds,Kingston,13:35,13:37,13:58,07/03/2026,
Puyallup,Kingston,Edmonds,14:30,14:31,14:53,07/03/2026,
Puyallup,Edmonds,Kingston,15:15,15:18,15:39,07/03/2026,
Puyallup,Kingston,Edmonds,16:00,16:02,16:23,07/03/2026,
Puyallup,Edmonds,Kingston,16:45,16:47,17:11,07/03/2026,
Puyallup,Kingston,Edmonds,17:30,17:32,17:53,07/03/2026,
Puyallup,Edmonds,Kingston,18:15,18:16,18:37,07/03/2026,
Puyallup,Kingston,Edmonds,19:00,19:07,19:28,07/03/2026,
Puyallup,Edmonds,Kingston,19:40,19:47,20:09,07/03/2026,
Puyallup,Kingston,Edmonds,20:20,20:23,20:45,07/03/2026,
Puyallup,Edmonds,Kingston,21:05,21:06,21:28,07/03/2026,
