Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Sealth,Anacortes,Friday Harbor,04:05,04:06,05:10,04/03/2026,
Sealth,Friday Harbor,Lopez,05:40,05:40,06:12,04/03/2026,
Sealth,Lopez,Anacortes,06:25,06:25,07:09,04/03/2026,
Sealth,Anacortes,Orcas,07:30,07:30,08:20,04/03/2026,
Sealth,Orcas,Shaw,08:55,08:54,09:04,04/03/2026,
Sealth,Shaw,Anacortes,09:10,09:10,10:00,04/03/2026,
Sealth,Anacortes,Friday Harbor,10:30,10:30,11:37,04/03/2026,
Sealth,Friday Harbor,Anacortes,12:20,12:20,13:25,04/03/2026,
Sealth,Anacortes,Lopez,13:55,13:55,14:37,04/03/2026,
Sealth,Lopez,Anacortes,15:05,15:06,15:54,04/03/2026,
Sealth,Anacortes,Lopez,16:20,16:21,17:05,04/03/2026,
Sealth,Lopez,Friday Harbor,17:15,17:15,17:51,04/03/2026,
Sealth,Friday Harbor,Lopez,18:20,18:20,18:52,04/03/2026,
Sealth,Lopez,Anacortes,19:05,19:05,19:47,04/03/2026,
Sealth,Anacortes,Lopez,20:15,20:19,21:01,04/03/2026,
Sealth,Lopez,Friday Harbor,21:10,21:10,21:43,04/03/2026,
Sealth,Friday Harbor,Anacortes,22:05,22:05,23:19,04/03/2026,
