Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kennewick,Port Townsend,Keystone,06:35,06:35,07:01,07/11/2026,
Kennewick,Keystone,Port Townsend,07:15,07:15,07:43,07/11/2026,
Kennewick,Port Townsend,Keystone,08:00,08:01,08:27,07/11/2026,
Kennewick,Keystone,Port Townsend,08:45,08:46,09:13,07/11/2026,
Kennewick,Port Townsend,Keystone,09:30,09:33,10:01,07/11/2026,
Kennewick,Keystone,Port Townsend,10:15,10:22,10:51,07/11/2026,
Kennewick,Port Townsend,Keystone,11:00,11:08,11:35,07/11/2026,
Kennewick,Keystone,Port Townsend,11:45,11:57,12:25,07/11/2026,
Kennewick,Port Townsend,Keystone,12:30,12:46,13:12,07/11/2026,
Kennewick,Keystone,Port Townsend,13:15,13:33,13:58,07/11/2026,
Kennewick,Port Townsend,Keystone,14:00,14:18,14:45,07/11/2026,
Kennewick,Keystone,Port Townsend,14:45,15:02,15:28,07/11/2026,
Kennewick,Port Townsend,Keystone,15:30,15:47,16:12,07/11/2026,
Kennewick,Keystone,Port Townsend,16:15,16:28,16:54,07/11/2026,
Kennewick,Port Townsend,Keystone,17:15,17:15,17:43,07/11/2026,
Kennewick,Keystone,Port Townsend,18:00,18:00,18:25,07/11/2026,
Kennewick,Port Townsend,Keystone,18:45,18:46,19:13,07/11/2026,
Kennewick,Keystone,Port Townsend,19:30,19:30,19:57,07/11/2026,
Kennewick,Port Townsend,Keystone,20:30,20:30,20:56,07/11/2026,
Kennewick,Keystone,Port Townsend,21:10,21:10,21:38,07/11/2026,
