Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:05,05:14,01/26/2026,
Yakima,Friday Harbor,Lopez,05:40,05:41,06:14,01/26/2026,
