Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Sealth,Vashon,Fauntleroy,05:40,05:40,05:58,03/12/2026,
Sealth,Fauntleroy,Vashon,06:10,06:11,06:27,03/12/2026,
Sealth,Vashon,Fauntleroy,06:35,06:36,06:51,03/12/2026,
Sealth,Fauntleroy,Vashon,07:05,07:07,07:23,03/12/2026,
Sealth,Vashon,Southworth,07:30,07:31,07:44,03/12/2026,
Sealth,Southworth,Vashon,07:55,07:57,08:10,03/12/2026,
Sealth,Vashon,Fauntleroy,08:15,08:17,08:33,03/12/2026,
Sealth,Fauntleroy,Southworth,08:45,08:46,09:14,03/12/2026,
Sealth,Southworth,Vashon,09:20,09:21,09:34,03/12/2026,
Sealth,Vashon,Fauntleroy,09:40,09:46,10:01,03/12/2026,
Sealth,Fauntleroy,Vashon,10:10,10:11,10:26,03/12/2026,
Sealth,Vashon,Southworth,10:35,10:35,10:47,03/12/2026,
Sealth,Southworth,Vashon,11:00,11:00,11:12,03/12/2026,
Sealth,Vashon,Fauntleroy,11:20,11:23,11:39,03/12/2026,
Sealth,Fauntleroy,Vashon,11:50,11:51,12:08,03/12/2026,
Sealth,Vashon,Fauntleroy,12:20,12:20,12:34,03/12/2026,
Sealth,Fauntleroy,Vashon,12:50,12:51,13:08,03/12/2026,
Sealth,Vashon,Fauntleroy,14:15,14:16,14:31,03/12/2026,
Sealth,Fauntleroy,Vashon,14:45,14:45,15:01,03/12/2026,
Sealth,Vashon,Fauntleroy,15:25,15:43,16:00,03/12/2026,
Sealth,Fauntleroy,Southworth,16:10,16:15,16:35,03/12/2026,
Sealth,Southworth,Vashon,16:45,16:46,16:59,03/12/2026,
Sealth,Vashon,Fauntleroy,17:05,17:07,17:23,03/12/2026,
Sealth,Fauntleroy,Vashon,17:40,17:40,17:56,03/12/2026,
Sealth,Vashon,Southworth,18:05,18:06,18:18,03/12/2026,
Sealth,Southworth,Vashon,18:25,18:26,18:38,03/12/2026,
Sealth,Vashon,Fauntleroy,18:45,18:46,18:59,03/12/2026,
Sealth,Fauntleroy,Vashon,19:15,19:16,19:32,03/12/2026,
Sealth,Vashon,Southworth,19:40,19:41,19:52,03/12/2026,
Sealth,Southworth,Vashon,20:00,20:06,20:23,03/12/2026,
Sealth,Vashon,Fauntleroy,20:20,20:32,20:47,03/12/2026,
Sealth,Fauntleroy,Vashon,20:50,21:02,21:16,03/12/2026,
Sealth,Vashon,Southworth,21:15,21:23,21:33,03/12/2026,
Sealth,Vashon,Fauntleroy,05:40,05:42,05:59,03/13/2026,
Sealth,Fauntleroy,Vashon,06:10,06:11,06:23,03/13/2026,
