Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kennewick,Port Townsend,Keystone,06:30,06:30,06:54,01/02/2026,
Kennewick,Keystone,Port Townsend,07:15,07:15,07:40,01/02/2026,
