Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tokitae,Clinton,Mukilteo,07:00,07:02,07:19,07/19/2026,
Tokitae,Mukilteo,Clinton,07:30,07:30,07:45,07/19/2026,
Tokitae,Clinton,Mukilteo,08:00,08:00,08:15,07/19/2026,
Tokitae,Mukilteo,Clinton,08:30,08:30,08:46,07/19/2026,
Tokitae,Clinton,Mukilteo,09:00,09:00,09:13,07/19/2026,
Tokitae,Mukilteo,Clinton,09:30,09:30,09:45,07/19/2026,
Tokitae,Clinton,Mukilteo,10:00,10:00,10:15,07/19/2026,
Tokitae,Mukilteo,Clinton,10:30,10:31,10:46,07/19/2026,
Tokitae,Clinton,Mukilteo,11:00,11:02,11:17,07/19/2026,
Tokitae,Mukilteo,Clinton,11:30,11:32,11:48,07/19/2026,
Tokitae,Clinton,Mukilteo,12:00,12:04,12:19,07/19/2026,
Tokitae,Mukilteo,Clinton,12:30,12:33,12:52,07/19/2026,
Tokitae,Clinton,Mukilteo,13:00,13:07,13:22,07/19/2026,
Tokitae,Mukilteo,Clinton,13:30,13:35,13:55,07/19/2026,
Tokitae,Clinton,Mukilteo,14:00,14:12,14:26,07/19/2026,
Tokitae,Mukilteo,Clinton,14:35,14:41,14:59,07/19/2026,
Tokitae,Clinton,Mukilteo,15:05,15:13,15:28,07/19/2026,
Tokitae,Mukilteo,Clinton,15:35,15:39,16:01,07/19/2026,
Tokitae,Clinton,Mukilteo,16:05,16:17,16:31,07/19/2026,
Tokitae,Mukilteo,Clinton,16:40,16:46,17:01,07/19/2026,
Tokitae,Clinton,Mukilteo,17:05,17:18,17:40,07/19/2026,
Tokitae,Mukilteo,Clinton,17:40,17:57,18:11,07/19/2026,
Tokitae,Clinton,Mukilteo,18:35,18:31,18:44,07/19/2026,
Tokitae,Mukilteo,Clinton,19:05,19:00,19:14,07/19/2026,
Tokitae,Mukilteo,Clinton,19:35,19:59,20:12,07/19/2026,
Tokitae,Clinton,Mukilteo,19:35,19:31,19:45,07/19/2026,
Tokitae,Clinton,Mukilteo,20:30,20:26,20:40,07/19/2026,
Tokitae,Mukilteo,Clinton,20:35,20:52,21:05,07/19/2026,
Tokitae,Clinton,Mukilteo,21:00,21:14,21:29,07/19/2026,
Tokitae,Mukilteo,Clinton,21:30,21:40,22:03,07/19/2026,
Tokitae,Clinton,Mukilteo,22:00,22:02,22:17,07/19/2026,
Tokitae,Mukilteo,Clinton,22:30,22:31,23:00,07/19/2026,
Tokitae,Clinton,Mukilteo,23:00,23:00,23:14,07/19/2026,
Tokitae,Mukilteo,Clinton,23:30,23:32,23:50,07/19/2026,
