Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kennewick,Port Townsend,Keystone,06:30,06:31,06:58,12/29/2025,
Kennewick,Keystone,Port Townsend,07:15,07:15,07:43,12/29/2025,
