Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Salish,Pt. Defiance,Tahlequah,05:05,05:10,05:20,01/06/2026,
Salish,Tahlequah,Pt. Defiance,05:30,05:31,05:43,01/06/2026,
