Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,10:30,10:34,11:47,06/01/2026,
Yakima,Friday Harbor,Anacortes,12:20,12:25,13:36,06/01/2026,
