Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Chimacum,Colman,Bremerton,00:50,00:51,01:50,09/01/2026,
Chimacum,Bremerton,Colman,06:20,07:00,07:53,09/01/2026,
Chimacum,Colman,Bremerton,07:35,08:06,08:59,09/01/2026,
Chimacum,Bremerton,Colman,08:45,09:11,10:08,09/01/2026,
Chimacum,Colman,Bremerton,10:00,10:23,11:17,09/01/2026,
Chimacum,Bremerton,Colman,11:10,11:33,12:26,09/01/2026,
Chimacum,Colman,Bremerton,12:20,12:38,13:37,09/01/2026,
Chimacum,Bremerton,Colman,13:30,13:48,14:43,09/01/2026,
Chimacum,Colman,Bremerton,14:50,14:57,15:53,09/01/2026,
Chimacum,Bremerton,Colman,16:15,16:16,17:13,09/01/2026,
Chimacum,Colman,Bremerton,17:30,17:32,18:26,09/01/2026,
Chimacum,Bremerton,Colman,18:40,18:42,19:37,09/01/2026,
Chimacum,Colman,Bremerton,19:50,19:52,20:48,09/01/2026,
Chimacum,Bremerton,Colman,21:00,21:02,21:57,09/01/2026,
Chimacum,Colman,Bremerton,22:30,22:32,23:30,09/01/2026,
Chimacum,Bremerton,Colman,23:40,23:41,00:35,09/01/2026,
Chimacum,Colman,Bremerton,00:50,00:53,01:51,09/02/2026,
