Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Wenatchee,Bainbridge,Colman,00:00,00:04,00:35,11/30/2025,
Wenatchee,Colman,Bainbridge,00:45,00:46,01:19,11/30/2025,
Wenatchee,Bainbridge,Colman,01:25,01:28,01:59,11/30/2025,
Wenatchee,Colman,Bainbridge,02:10,02:11,02:43,11/30/2025,
Wenatchee,Bainbridge,Colman,05:20,05:22,05:57,11/30/2025,
Wenatchee,Colman,Bainbridge,06:10,06:12,06:46,11/30/2025,
Wenatchee,Bainbridge,Colman,07:05,07:07,07:41,11/30/2025,
Wenatchee,Colman,Bainbridge,07:55,07:56,08:27,11/30/2025,
Wenatchee,Bainbridge,Colman,08:45,08:46,09:19,11/30/2025,
Wenatchee,Colman,Bainbridge,09:35,09:38,10:09,11/30/2025,
Wenatchee,Bainbridge,Colman,10:25,10:26,11:00,11/30/2025,
Wenatchee,Colman,Bainbridge,11:25,11:27,11:58,11/30/2025,
Wenatchee,Bainbridge,Colman,12:20,12:21,12:51,11/30/2025,
Wenatchee,Colman,Bainbridge,13:15,13:17,13:49,11/30/2025,
Wenatchee,Bainbridge,Colman,14:10,14:12,14:42,11/30/2025,
Wenatchee,Colman,Bainbridge,15:05,15:07,15:39,11/30/2025,
