Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Spokane,Kingston,Edmonds,07:00,07:01,07:25,05/23/2026,
Spokane,Edmonds,Kingston,07:55,07:57,08:19,05/23/2026,
Spokane,Kingston,Edmonds,08:40,08:41,09:03,05/23/2026,
Spokane,Edmonds,Kingston,09:35,09:37,09:59,05/23/2026,
Spokane,Kingston,Edmonds,10:20,10:21,10:48,05/23/2026,
Spokane,Edmonds,Kingston,11:05,11:11,11:33,05/23/2026,
Spokane,Kingston,Edmonds,11:55,11:56,12:19,05/23/2026,
Spokane,Edmonds,Kingston,12:40,12:43,13:04,05/23/2026,
Spokane,Kingston,Edmonds,13:30,13:30,13:53,05/23/2026,
Spokane,Edmonds,Kingston,14:25,14:27,14:48,05/23/2026,
Spokane,Kingston,Edmonds,15:10,15:14,15:35,05/23/2026,
Spokane,Edmonds,Kingston,15:55,15:58,16:20,05/23/2026,
Spokane,Kingston,Edmonds,16:40,16:42,17:03,05/23/2026,
Spokane,Edmonds,Kingston,17:25,17:27,17:49,05/23/2026,
Spokane,Kingston,Edmonds,18:10,18:16,18:37,05/23/2026,
Spokane,Edmonds,Kingston,19:00,19:05,19:26,05/23/2026,
Spokane,Kingston,Edmonds,19:45,19:47,20:08,05/23/2026,
Spokane,Edmonds,Kingston,20:30,20:32,20:55,05/23/2026,
Spokane,Kingston,Edmonds,21:10,21:13,21:35,05/23/2026,
Spokane,Edmonds,Kingston,21:50,21:52,22:12,05/23/2026,
Spokane,Kingston,Edmonds,07:00,07:03,07:25,05/24/2026,
Spokane,Edmonds,Kingston,07:55,07:56,08:19,05/24/2026,
Spokane,Kingston,Edmonds,08:40,08:42,09:07,05/24/2026,
Spokane,Edmonds,Kingston,09:35,09:36,09:57,05/24/2026,
Spokane,Kingston,Edmonds,10:20,10:22,10:44,05/24/2026,
Spokane,Edmonds,Kingston,11:05,11:06,11:28,05/24/2026,
Spokane,Kingston,Edmonds,11:55,11:56,12:17,05/24/2026,
Spokane,Edmonds,Kingston,12:40,12:44,13:06,05/24/2026,
