Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Issaquah,Anacortes,Friday Harbor,04:05,04:07,05:14,03/14/2026,
Issaquah,Friday Harbor,Lopez,05:40,05:40,06:14,03/14/2026,
Issaquah,Lopez,Anacortes,06:25,06:25,07:08,03/14/2026,
Issaquah,Anacortes,Orcas,07:30,07:30,08:28,03/14/2026,
Issaquah,Orcas,Shaw,08:55,08:55,09:05,03/14/2026,
Issaquah,Shaw,Anacortes,09:10,09:11,10:03,03/14/2026,
Issaquah,Anacortes,Friday Harbor,10:30,10:30,11:38,03/14/2026,
Issaquah,Friday Harbor,Anacortes,12:20,12:20,13:26,03/14/2026,
Issaquah,Anacortes,Lopez,13:55,13:55,14:36,03/14/2026,
Issaquah,Lopez,Anacortes,15:05,15:05,15:48,03/14/2026,
Issaquah,Anacortes,Lopez,16:20,16:20,17:01,03/14/2026,
Issaquah,Lopez,Friday Harbor,17:15,17:15,17:53,03/14/2026,
Issaquah,Friday Harbor,Lopez,18:20,18:20,18:52,03/14/2026,
Issaquah,Lopez,Anacortes,19:05,19:05,19:50,03/14/2026,
Issaquah,Anacortes,Lopez,20:15,20:15,20:58,03/14/2026,
Issaquah,Lopez,Friday Harbor,21:10,21:10,21:44,03/14/2026,
Issaquah,Friday Harbor,Anacortes,22:05,22:05,23:14,03/14/2026,
Issaquah,Anacortes,Friday Harbor,04:05,04:05,05:13,03/15/2026,
Issaquah,Friday Harbor,Lopez,05:40,05:40,06:15,03/15/2026,
Issaquah,Lopez,Anacortes,06:25,06:25,07:12,03/15/2026,
Issaquah,Anacortes,Orcas,07:30,07:30,08:23,03/15/2026,
Issaquah,Orcas,Shaw,08:55,08:55,09:05,03/15/2026,
Issaquah,Shaw,Anacortes,09:10,09:10,10:04,03/15/2026,
Issaquah,Anacortes,Friday Harbor,10:30,10:29,11:46,03/15/2026,
Issaquah,Friday Harbor,Anacortes,12:20,12:21,13:28,03/15/2026,
Issaquah,Anacortes,Lopez,13:55,13:55,14:36,03/15/2026,
