Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Wenatchee,Colman,Bainbridge,00:15,00:18,00:50,05/07/2026,
Wenatchee,Bainbridge,Colman,00:55,00:57,01:29,05/07/2026,
Wenatchee,Colman,Bainbridge,01:35,01:36,02:08,05/07/2026,
Wenatchee,Bainbridge,Colman,04:45,04:46,05:16,05/07/2026,
Wenatchee,Colman,Bainbridge,05:30,05:31,06:02,05/07/2026,
Wenatchee,Bainbridge,Colman,06:20,06:21,06:52,05/07/2026,
Wenatchee,Colman,Bainbridge,07:05,07:06,07:38,05/07/2026,
Wenatchee,Bainbridge,Colman,07:55,07:57,08:27,05/07/2026,
Wenatchee,Colman,Bainbridge,08:45,08:46,09:17,05/07/2026,
Wenatchee,Bainbridge,Colman,09:40,09:42,10:12,05/07/2026,
Wenatchee,Colman,Bainbridge,10:40,10:42,11:13,05/07/2026,
Wenatchee,Bainbridge,Colman,11:30,11:32,12:01,05/07/2026,
Wenatchee,Colman,Bainbridge,12:25,12:29,13:01,05/07/2026,
Wenatchee,Bainbridge,Colman,13:15,13:18,13:49,05/07/2026,
Wenatchee,Colman,Bainbridge,14:05,14:06,14:39,05/07/2026,
Wenatchee,Bainbridge,Colman,14:55,14:56,15:30,05/07/2026,
Wenatchee,Colman,Bainbridge,15:50,16:01,16:27,05/07/2026,
Wenatchee,Bainbridge,Colman,16:45,16:46,17:18,05/07/2026,
Wenatchee,Colman,Bainbridge,17:45,17:47,18:19,05/07/2026,
Wenatchee,Bainbridge,Colman,18:40,18:41,19:11,05/07/2026,
Wenatchee,Colman,Bainbridge,19:30,19:31,20:03,05/07/2026,
Wenatchee,Bainbridge,Colman,20:20,20:21,20:53,05/07/2026,
Wenatchee,Colman,Bainbridge,21:20,21:22,21:53,05/07/2026,
Wenatchee,Bainbridge,Colman,22:00,22:03,22:37,05/07/2026,
Wenatchee,Colman,Bainbridge,22:50,22:52,23:23,05/07/2026,
Wenatchee,Bainbridge,Colman,23:30,23:31,00:05,05/07/2026,
