Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:14,05:23,01/01/2026,
Yakima,Friday Harbor,Lopez,05:40,05:40,06:16,01/01/2026,
