Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kittitas,Southworth,Vashon,04:10,04:11,04:23,08/27/2026,
Kittitas,Vashon,Fauntleroy,04:30,04:34,04:50,08/27/2026,
Kittitas,Fauntleroy,Vashon,05:05,05:05,05:20,08/27/2026,
Kittitas,Vashon,Southworth,05:25,05:25,05:37,08/27/2026,
Kittitas,Southworth,Vashon,05:50,05:52,06:03,08/27/2026,
Kittitas,Vashon,Fauntleroy,06:10,06:11,06:25,08/27/2026,
Kittitas,Fauntleroy,Southworth,06:40,06:41,07:00,08/27/2026,
Kittitas,Southworth,Vashon,07:20,07:21,07:32,08/27/2026,
Kittitas,Vashon,Fauntleroy,07:40,07:41,07:54,08/27/2026,
Kittitas,Fauntleroy,Vashon,08:05,08:09,08:23,08/27/2026,
Kittitas,Vashon,Southworth,08:30,08:32,08:43,08/27/2026,
Kittitas,Southworth,Vashon,08:55,09:01,09:12,08/27/2026,
Kittitas,Vashon,Fauntleroy,09:15,09:21,09:39,08/27/2026,
Kittitas,Fauntleroy,Vashon,09:50,09:50,10:04,08/27/2026,
Kittitas,Vashon,Fauntleroy,10:15,10:16,10:30,08/27/2026,
Kittitas,Fauntleroy,Vashon,10:40,10:41,11:02,08/27/2026,
Kittitas,Vashon,Fauntleroy,11:20,11:11,11:32,08/27/2026,
Kittitas,Vashon,Southworth,11:55,12:05,12:16,08/27/2026,
Kittitas,Southworth,Vashon,12:15,12:31,12:44,08/27/2026,
Kittitas,Vashon,Fauntleroy,12:40,12:52,13:04,08/27/2026,
Kittitas,Fauntleroy,Vashon,13:15,13:15,13:29,08/27/2026,
Kittitas,Vashon,Fauntleroy,13:40,13:41,13:55,08/27/2026,
Kittitas,Fauntleroy,Southworth,14:10,14:11,14:46,08/27/2026,
Kittitas,Fauntleroy,Vashon,15:30,15:32,15:47,08/27/2026,
Kittitas,Vashon,Southworth,15:55,15:59,16:10,08/27/2026,
Kittitas,Southworth,Vashon,16:15,16:19,16:31,08/27/2026,
Kittitas,Vashon,Fauntleroy,16:40,16:43,16:56,08/27/2026,
Kittitas,Fauntleroy,Vashon,17:10,17:15,17:30,08/27/2026,
Kittitas,Vashon,Southworth,17:35,17:39,17:50,08/27/2026,
Kittitas,Southworth,Fauntleroy,17:55,17:58,18:23,08/27/2026,
Kittitas,Fauntleroy,Vashon,18:35,18:36,18:55,08/27/2026,
Kittitas,Vashon,Southworth,19:00,19:01,19:14,08/27/2026,
Kittitas,Southworth,Fauntleroy,19:20,19:21,19:43,08/27/2026,
Kittitas,Fauntleroy,Vashon,19:55,19:57,20:10,08/27/2026,
Kittitas,Vashon,Southworth,20:15,20:17,20:30,08/27/2026,
Kittitas,Southworth,Fauntleroy,20:35,20:36,21:08,08/27/2026,
Kittitas,Fauntleroy,Vashon,21:15,21:22,21:36,08/27/2026,
Kittitas,Southworth,Vashon,04:10,04:10,04:22,08/28/2026,
Kittitas,Vashon,Fauntleroy,04:30,04:31,04:44,08/28/2026,
Kittitas,Fauntleroy,Vashon,05:05,05:06,05:20,08/28/2026,
Kittitas,Vashon,Southworth,05:25,05:25,05:36,08/28/2026,
Kittitas,Southworth,Vashon,05:50,05:50,06:02,08/28/2026,
Kittitas,Vashon,Fauntleroy,06:10,06:12,06:25,08/28/2026,
Kittitas,Fauntleroy,Southworth,06:40,06:41,06:59,08/28/2026,
Kittitas,Southworth,Vashon,07:20,07:27,07:38,08/28/2026,
Kittitas,Vashon,Fauntleroy,07:40,07:46,07:59,08/28/2026,
Kittitas,Fauntleroy,Vashon,08:05,08:12,08:26,08/28/2026,
Kittitas,Vashon,Southworth,08:30,08:33,08:44,08/28/2026,
Kittitas,Southworth,Vashon,08:55,08:56,09:08,08/28/2026,
Kittitas,Vashon,Fauntleroy,09:15,09:15,09:36,08/28/2026,
