Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Lopez,06:10,06:17,07:00,07/07/2026,
Yakima,Lopez,Friday Harbor,07:00,07:09,07:41,07/07/2026,
Yakima,Friday Harbor,Anacortes,08:05,08:20,09:33,07/07/2026,
Yakima,Anacortes,Lopez,09:35,09:53,10:35,07/07/2026,
Yakima,Lopez,Anacortes,10:45,11:05,11:50,07/07/2026,
Yakima,Anacortes,Friday Harbor,12:00,12:16,13:22,07/07/2026,
Yakima,Friday Harbor,Lopez,13:55,14:00,14:32,07/07/2026,
Yakima,Lopez,Anacortes,14:40,14:53,15:36,07/07/2026,
Yakima,Anacortes,Friday Harbor,16:45,16:45,18:09,07/07/2026,
Yakima,Friday Harbor,Anacortes,18:35,18:46,20:00,07/07/2026,
Yakima,Anacortes,Friday Harbor,20:15,20:21,21:26,07/07/2026,
Yakima,Friday Harbor,Orcas,21:50,21:50,22:27,07/07/2026,
Yakima,Orcas,Shaw,22:45,22:45,22:56,07/07/2026,
Yakima,Shaw,Lopez,22:55,22:57,23:12,07/07/2026,
Yakima,Lopez,Anacortes,23:20,23:20,00:03,07/07/2026,
Yakima,Anacortes,Lopez,06:10,06:14,07:07,07/08/2026,
Yakima,Lopez,Friday Harbor,07:00,07:15,07:46,07/08/2026,
Yakima,Friday Harbor,Anacortes,08:05,08:24,09:37,07/08/2026,
Yakima,Anacortes,Lopez,09:35,09:57,10:38,07/08/2026,
