Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Sealth,Pt. Defiance,Tahlequah,05:05,05:07,05:16,12/16/2025,
Sealth,Tahlequah,Pt. Defiance,05:30,05:31,05:44,12/16/2025,
