Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Friday Harbor,04:05,04:07,05:17,01/07/2026,
Yakima,Friday Harbor,Lopez,05:40,05:40,06:14,01/07/2026,
