Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Puyallup,Kingston,Edmonds,00:15,00:16,00:39,07/11/2026,
Puyallup,Edmonds,Kingston,00:45,00:47,01:10,07/11/2026,
Puyallup,Kingston,Edmonds,04:45,04:47,05:08,07/11/2026,
Puyallup,Edmonds,Kingston,05:35,05:37,05:57,07/11/2026,
Puyallup,Kingston,Edmonds,06:25,06:27,06:48,07/11/2026,
Puyallup,Edmonds,Kingston,07:10,07:14,07:38,07/11/2026,
Puyallup,Kingston,Edmonds,07:55,07:58,08:18,07/11/2026,
Puyallup,Edmonds,Kingston,08:50,08:53,09:14,07/11/2026,
Puyallup,Kingston,Edmonds,09:35,09:40,10:00,07/11/2026,
Puyallup,Edmonds,Kingston,10:20,10:30,10:52,07/11/2026,
Puyallup,Kingston,Edmonds,11:05,11:19,11:40,07/11/2026,
Puyallup,Edmonds,Kingston,11:55,12:14,12:35,07/11/2026,
Puyallup,Kingston,Edmonds,12:45,13:01,13:23,07/11/2026,
Puyallup,Edmonds,Kingston,13:35,13:53,14:13,07/11/2026,
Puyallup,Kingston,Edmonds,14:30,14:41,15:00,07/11/2026,
Puyallup,Edmonds,Kingston,15:15,15:31,15:52,07/11/2026,
Puyallup,Kingston,Edmonds,16:00,16:16,16:38,07/11/2026,
Puyallup,Edmonds,Kingston,16:45,17:00,17:22,07/11/2026,
Puyallup,Kingston,Edmonds,17:30,17:45,18:07,07/11/2026,
Puyallup,Edmonds,Kingston,18:15,18:29,18:50,07/11/2026,
Puyallup,Kingston,Edmonds,19:00,19:15,19:35,07/11/2026,
Puyallup,Edmonds,Kingston,19:40,19:59,20:21,07/11/2026,
Puyallup,Kingston,Edmonds,20:20,20:41,21:02,07/11/2026,
Puyallup,Edmonds,Kingston,21:05,21:19,21:48,07/11/2026,
Puyallup,Kingston,Edmonds,21:40,21:59,22:20,07/11/2026,
Puyallup,Edmonds,Kingston,22:25,22:46,23:09,07/11/2026,
Puyallup,Kingston,Edmonds,23:10,23:23,23:43,07/11/2026,
Puyallup,Edmonds,Kingston,23:45,23:59,00:21,07/11/2026,
Puyallup,Kingston,Edmonds,06:25,06:25,06:48,07/12/2026,
Puyallup,Edmonds,Kingston,07:10,07:13,07:35,07/12/2026,
Puyallup,Kingston,Edmonds,07:55,07:55,08:17,07/12/2026,
