Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Spokane,Kingston,Edmonds,05:30,05:33,05:55,06/04/2026,
Spokane,Edmonds,Kingston,06:15,06:17,06:39,06/04/2026,
Spokane,Kingston,Edmonds,07:00,07:02,07:24,06/04/2026,
Spokane,Edmonds,Kingston,07:55,07:57,08:19,06/04/2026,
Spokane,Kingston,Edmonds,08:40,08:41,09:04,06/04/2026,
Spokane,Edmonds,Kingston,09:35,09:37,09:59,06/04/2026,
Spokane,Kingston,Edmonds,10:20,10:22,10:43,06/04/2026,
Spokane,Edmonds,Kingston,11:05,11:07,11:29,06/04/2026,
Spokane,Kingston,Edmonds,11:55,11:56,12:18,06/04/2026,
Spokane,Edmonds,Kingston,12:40,12:41,13:03,06/04/2026,
Spokane,Kingston,Edmonds,13:30,13:31,13:52,06/04/2026,
Spokane,Edmonds,Kingston,14:25,14:29,14:50,06/04/2026,
Spokane,Kingston,Edmonds,15:10,15:15,15:38,06/04/2026,
Spokane,Edmonds,Kingston,15:55,16:01,16:23,06/04/2026,
Spokane,Kingston,Edmonds,16:40,16:41,17:05,06/04/2026,
Spokane,Edmonds,Kingston,17:25,17:29,17:52,06/04/2026,
Spokane,Kingston,Edmonds,18:10,18:11,18:38,06/04/2026,
Spokane,Edmonds,Kingston,19:00,19:01,19:27,06/04/2026,
Spokane,Kingston,Edmonds,19:45,19:48,20:12,06/04/2026,
Spokane,Edmonds,Kingston,20:30,20:32,20:54,06/04/2026,
Spokane,Kingston,Edmonds,05:30,05:30,05:53,06/05/2026,
Spokane,Edmonds,Kingston,06:15,06:16,06:37,06/05/2026,
Spokane,Kingston,Edmonds,07:00,07:01,07:23,06/05/2026,
Spokane,Edmonds,Kingston,07:55,07:56,08:18,06/05/2026,
Spokane,Kingston,Edmonds,08:40,08:42,09:02,06/05/2026,
Spokane,Edmonds,Kingston,09:35,09:36,09:57,06/05/2026,
Spokane,Kingston,Edmonds,10:20,10:23,10:44,06/05/2026,
Spokane,Edmonds,Kingston,11:05,11:08,11:31,06/05/2026,
