Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tacoma,Bainbridge,Colman,04:45,04:47,05:18,06/29/2026,
Tacoma,Colman,Bainbridge,05:30,05:31,06:02,06/29/2026,
Tacoma,Bainbridge,Colman,06:20,06:21,06:53,06/29/2026,
Tacoma,Colman,Bainbridge,07:05,07:07,07:38,06/29/2026,
Tacoma,Bainbridge,Colman,07:55,07:56,08:28,06/29/2026,
Tacoma,Colman,Bainbridge,08:45,08:46,09:17,06/29/2026,
Tacoma,Bainbridge,Colman,09:40,09:41,10:12,06/29/2026,
Tacoma,Colman,Bainbridge,10:40,10:42,11:13,06/29/2026,
Tacoma,Bainbridge,Colman,11:30,11:38,12:08,06/29/2026,
Tacoma,Colman,Bainbridge,12:25,12:37,13:10,06/29/2026,
Tacoma,Bainbridge,Colman,13:15,13:27,13:58,06/29/2026,
Tacoma,Colman,Bainbridge,14:05,14:17,14:49,06/29/2026,
Tacoma,Bainbridge,Colman,14:55,15:08,15:39,06/29/2026,
Tacoma,Colman,Bainbridge,15:50,16:02,16:40,06/29/2026,
Tacoma,Bainbridge,Colman,16:45,17:01,17:31,06/29/2026,
Tacoma,Colman,Bainbridge,17:45,17:56,18:28,06/29/2026,
Tacoma,Bainbridge,Colman,18:40,18:45,19:16,06/29/2026,
Tacoma,Colman,Bainbridge,19:30,19:33,20:06,06/29/2026,
Tacoma,Bainbridge,Colman,20:20,20:20,20:52,06/29/2026,
Tacoma,Colman,Bainbridge,21:20,21:23,21:55,06/29/2026,
Tacoma,Bainbridge,Colman,22:00,22:07,22:38,06/29/2026,
Tacoma,Colman,Bainbridge,22:50,22:51,23:23,06/29/2026,
Tacoma,Bainbridge,Colman,23:30,23:34,00:05,06/29/2026,
Tacoma,Colman,Bainbridge,00:15,00:17,00:49,06/30/2026,
Tacoma,Bainbridge,Colman,00:55,00:56,01:29,06/30/2026,
Tacoma,Colman,Bainbridge,01:35,01:37,02:12,06/30/2026,
Tacoma,Bainbridge,Colman,04:45,04:46,05:17,06/30/2026,
Tacoma,Colman,Bainbridge,05:30,05:31,06:07,06/30/2026,
Tacoma,Bainbridge,Colman,06:20,06:22,06:55,06/30/2026,
Tacoma,Colman,Bainbridge,07:05,07:12,07:45,06/30/2026,
Tacoma,Bainbridge,Colman,07:55,08:02,08:41,06/30/2026,
Tacoma,Colman,Bainbridge,08:45,09:01,09:35,06/30/2026,
Tacoma,Bainbridge,Colman,09:40,09:50,10:27,06/30/2026,
Tacoma,Colman,Bainbridge,10:40,10:50,11:25,06/30/2026,
Tacoma,Bainbridge,Colman,11:30,11:49,12:19,06/30/2026,
