Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tokitae,Clinton,Mukilteo,08:00,08:01,08:19,04/12/2026,
Tokitae,Mukilteo,Clinton,08:30,08:30,08:44,04/12/2026,
Tokitae,Clinton,Mukilteo,09:00,09:01,09:18,04/12/2026,
Tokitae,Mukilteo,Clinton,09:30,09:30,09:44,04/12/2026,
Tokitae,Clinton,Mukilteo,10:00,10:02,10:16,04/12/2026,
Tokitae,Mukilteo,Clinton,10:30,10:30,10:45,04/12/2026,
Tokitae,Clinton,Mukilteo,11:00,11:02,11:18,04/12/2026,
Tokitae,Mukilteo,Clinton,11:30,11:32,11:47,04/12/2026,
Tokitae,Clinton,Mukilteo,12:00,12:05,12:19,04/12/2026,
Tokitae,Mukilteo,Clinton,12:30,12:33,12:50,04/12/2026,
Tokitae,Clinton,Mukilteo,13:00,13:04,13:19,04/12/2026,
Tokitae,Mukilteo,Clinton,13:30,13:30,13:46,04/12/2026,
Tokitae,Clinton,Mukilteo,14:00,14:04,14:20,04/12/2026,
Tokitae,Mukilteo,Clinton,14:35,14:35,14:50,04/12/2026,
Tokitae,Clinton,Mukilteo,15:05,15:08,15:22,04/12/2026,
Tokitae,Mukilteo,Clinton,15:35,15:37,15:51,04/12/2026,
Tokitae,Clinton,Mukilteo,16:05,16:08,16:21,04/12/2026,
Tokitae,Mukilteo,Clinton,16:40,16:42,16:55,04/12/2026,
Tokitae,Clinton,Mukilteo,17:05,17:14,17:28,04/12/2026,
Tokitae,Mukilteo,Clinton,17:40,17:42,17:57,04/12/2026,
Tokitae,Clinton,Mukilteo,18:05,18:12,18:27,04/12/2026,
Tokitae,Mukilteo,Clinton,18:40,18:41,18:55,04/12/2026,
Tokitae,Clinton,Mukilteo,19:05,19:07,19:22,04/12/2026,
Tokitae,Mukilteo,Clinton,19:35,19:36,19:51,04/12/2026,
Tokitae,Clinton,Mukilteo,20:00,20:02,20:16,04/12/2026,
Tokitae,Mukilteo,Clinton,20:35,20:36,20:50,04/12/2026,
Tokitae,Clinton,Mukilteo,21:00,21:01,21:14,04/12/2026,
Tokitae,Mukilteo,Clinton,21:30,21:30,21:49,04/12/2026,
Tokitae,Clinton,Mukilteo,05:05,05:07,05:25,04/13/2026,
Tokitae,Mukilteo,Clinton,05:35,05:35,05:49,04/13/2026,
Tokitae,Clinton,Mukilteo,06:00,06:00,06:15,04/13/2026,
Tokitae,Mukilteo,Clinton,06:30,06:30,06:45,04/13/2026,
Tokitae,Clinton,Mukilteo,07:00,07:01,07:16,04/13/2026,
Tokitae,Mukilteo,Clinton,07:30,07:30,07:44,04/13/2026,
Tokitae,Clinton,Mukilteo,08:00,08:01,08:16,04/13/2026,
Tokitae,Mukilteo,Clinton,08:30,08:31,08:45,04/13/2026,
Tokitae,Clinton,Mukilteo,09:00,09:00,09:15,04/13/2026,
Tokitae,Mukilteo,Clinton,09:30,09:31,09:45,04/13/2026,
Tokitae,Clinton,Mukilteo,10:00,10:01,10:15,04/13/2026,
Tokitae,Mukilteo,Clinton,10:30,10:30,10:43,04/13/2026,
Tokitae,Clinton,Mukilteo,11:00,11:01,11:15,04/13/2026,
Tokitae,Mukilteo,Clinton,11:30,11:30,11:44,04/13/2026,
Tokitae,Clinton,Mukilteo,12:00,12:01,12:18,04/13/2026,
Tokitae,Mukilteo,Clinton,12:30,12:32,12:46,04/13/2026,
Tokitae,Clinton,Mukilteo,13:00,13:00,13:17,04/13/2026,
Tokitae,Mukilteo,Clinton,13:30,13:30,13:46,04/13/2026,
Tokitae,Clinton,Mukilteo,14:00,14:01,14:16,04/13/2026,
Tokitae,Mukilteo,Clinton,14:35,14:35,14:52,04/13/2026,
Tokitae,Clinton,Mukilteo,15:05,15:06,15:19,04/13/2026,
Tokitae,Mukilteo,Clinton,15:35,15:35,15:51,04/13/2026,
Tokitae,Clinton,Mukilteo,16:05,16:09,16:22,04/13/2026,
Tokitae,Mukilteo,Clinton,16:40,16:40,16:56,04/13/2026,
Tokitae,Clinton,Mukilteo,17:05,17:08,17:22,04/13/2026,
Tokitae,Mukilteo,Clinton,17:40,17:41,17:56,04/13/2026,
